term,arousal
relevance,0.599
relevant,0.608
relics,0.58
relight,0.588
relinquish,0.606
relish,0.61
relive,0.65
reload,0.611
relocate,0.594
relocation,0.5
reluctance,0.606
reluctant,0.63
remarkable,0.573
remarkably,0.618
remarry,0.791
rematch,0.798
remiss,0.65
remit,0.509
remodel,0.647
remorse,0.673
remoteness,0.51
removal,0.54
remove,0.539
remuneration,0.76
renaissance,0.67
renegade,0.64
renegotiate,0.702
renewal,0.71
renovate,0.549
renovation,0.59
renunciation,0.578
reopen,0.528
reorganization,0.587
reorganize,0.59
rep,0.51
reparation,0.615
repay,0.632
repeat,0.529
repeatedly,0.575
repel,0.62
repellant,0.62
repellent,0.5
repelling,0.633
repentance,0.604
repentant,0.5
repertoire,0.594
repetition,0.519
replace,0.52
replacement,0.519
replay,0.522
replica,0.52
replicate,0.63
replication,0.618
reporter,0.55
reposition,0.529
repossess,0.667
reprehensible,0.569
representation,0.542
repress,0.612
repression,0.764
reprimand,0.528
reprisal,0.788
reprise,0.5
reproach,0.755
reproduce,0.622
reproduction,0.736
reproductive,0.604
reptile,0.566
republican,0.551
repudiation,0.686
repugnance,0.684
repugnant,0.735
repulsion,0.673
repulsive,0.775
repurchase,0.592
reputation,0.542
repute,0.5
reputed,0.528
required,0.509
requisition,0.51
reroute,0.598
rerun,0.62
rescission,0.529
rescue,0.926
research,0.663
researcher,0.51
resent,0.553
resentful,0.608
resentment,0.745
resign,0.543
resilient,0.54
resist,0.676
resistance,0.694
resistant,0.585
resisting,0.776
resistive,0.519
resolute,0.51
resolution,0.55
resonant,0.633
resonate,0.61
resonator,0.608
resounding,0.708
resourceful,0.704
resplendent,0.673
response,0.5
responsibility,0.5
responsible,0.527
responsive,0.569
restart,0.519
restitution,0.542
restless,0.81
restlessness,0.794
restock,0.538
restorative,0.51
restrain,0.696
restrained,0.59
restraining,0.702
restraint,0.618
restrict,0.539
restricted,0.5
restriction,0.59
restrictive,0.596
resumption,0.528
resurrect,0.725
resurrection,0.74
resuscitate,0.696
resuscitation,0.768
retaining,0.559
retaliate,0.812
retaliation,0.812
retaliatory,0.865
reticent,0.519
retort,0.52
retractor,0.59
retreat,0.519
retrenchment,0.65
retrial,0.577
retrieve,0.576
retriever,0.5
retrospect,0.5
reunion,0.5
reunite,0.55
reveal,0.637
revel,0.705
revelation,0.5
revelations,0.655
revels,0.683
revenge,0.94
revenue,0.51
reverberation,0.639
revere,0.562
reversal,0.51
reversion,0.538
revisit,0.53
revival,0.664
revive,0.78
revocation,0.61
revoke,0.696
revolt,0.878
revolting,0.69
revolution,0.902
revolutionary,0.887
revolutionize,0.816
revolve,0.546
revolver,0.796
revolving,0.57
revulsion,0.765
revving,0.875
reward,0.694
rewarding,0.637
rewind,0.551
rewrite,0.5
rhetorical,0.569
rhinestone,0.551
rhino,0.549
rhinoceros,0.656
rhythm,0.759
rhythmic,0.642
rhythmical,0.694
rich,0.627
riches,0.694
richness,0.833
rickshaw,0.594
ricochet,0.618
riddance,0.562
riddle,0.583
riddled,0.861
rider,0.627
ridicule,0.745
ridiculed,0.806
ridiculous,0.594
riding,0.654
rife,0.561
riff,0.551
rifle,0.9
rifleman,0.863
rifles,0.864
rift,0.519
rigged,0.51
rigging,0.518
righteousness,0.66
rigid,0.552
rigidity,0.53
rigor,0.745
rigorous,0.818
ringer,0.604
ringing,0.598
ringleader,0.55
ringmaster,0.622
ringside,0.644
riot,0.946
rioting,0.949
riotous,0.837
riots,0.882
rip,0.676
ripper,0.887
rise,0.593
rising,0.602
risk,0.816
risky,0.922
rite,0.57
ritual,0.52
ritualistic,0.583
rival,0.605
rivalry,0.765
riveting,0.544
roach,0.598
roadblock,0.669
roadhouse,0.62
roadie,0.566
roadrage,0.567
roadrunner,0.702
roadside,0.569
roadster,0.622
roadtrip,0.596
roadworks,0.538
roam,0.55
roar,0.816
roaring,0.817
roast,0.541
roasted,0.52
rob,0.84
robber,0.772
robbery,0.843
robotic,0.602
robotics,0.6
robust,0.604
roc,0.51
rocker,0.704
rocket,0.824
rodent,0.577
rodeo,0.676
rogue,0.713
roll,0.51
rollercoaster,0.91
rollicking,0.806
rolling,0.606
romance,0.682
romantic,0.531
romanticism,0.521
romp,0.64
root beer,0.52
rooted,0.527
rosy,0.528
rot,0.558
rotation,0.52
rotten,0.59
rough,0.794
roughly,0.539
roughneck,0.64
roughness,0.578
roulette,0.69
roundup,0.58
rouser,0.54
rousing,0.517
rout,0.625
rover,0.538
rowdy,0.9
royalty,0.571
rub,0.565
rubbing,0.569
rubble,0.509
ruckus,0.706
ruddy,0.63
rude,0.821
rudeness,0.819
rudiments,0.52
ruff,0.51
ruffian,0.824
ruffle,0.561
rugby,0.82
rugged,0.569
ruin,0.588
ruination,0.582
ruined,0.564
ruinous,0.69
ruling,0.566
rumba,0.827
rumble,0.745
rummage,0.615
rumor,0.582
rumored,0.604
rumpus,0.531
run,0.787
runaround,0.519
runaway,0.77
runner,0.747
running,0.858
running shoes,0.573
runt,0.5
rupture,0.633
ruse,0.64
rush,0.809
rushing,0.821
rustic,0.657
rustle,0.538
rustler,0.83
ruthless,0.85
saber,0.62
sable,0.596
sabotage,0.906
saboteur,0.804
sacrifice,0.833
sacrifices,0.717
sacrificial,0.755
sacrilege,0.708
sacrilegious,0.736
saddle,0.509
sadist,0.918
sadistic,0.906
safari,0.673
safeguard,0.624
safekeeping,0.51
sag,0.578
sailing,0.52
sailor,0.588
sake,0.573
sale,0.602
salesman,0.559
salient,0.573
salmonella,0.608
salsa,0.5
salty,0.531
salute,0.542
salvage,0.51
samba,0.74
samurai,0.736
sanction,0.75
sanctioned,0.696
sander,0.58
sandstorm,0.821
sanguine,0.56
sanitarium,0.645
sarcasm,0.685
sarcastic,0.781
sarcoma,0.519
sarcophagus,0.561
sardonic,0.679
sassy,0.704
satanic,0.843
satire,0.655
satirical,0.615
satisfaction,0.637
satisfactorily,0.57
satisfactory,0.569
satisfied,0.51
satisfy,0.79
satisfying,0.606
saturate,0.68
saturated,0.7
saturation,0.582
satyr,0.639
sauce,0.515
saucy,0.653
savage,0.931
savagery,0.907
savor,0.552
savory,0.717
savvy,0.52
saw,0.541
scaffold,0.5
scalding,0.54
scalpel,0.7
scam,0.745
scandal,0.821
scandalous,0.907
scape,0.625
scapegoat,0.685
scar,0.5
scarcity,0.5
scare,0.91
scared,0.828
scares,0.847
scarier,0.846
scariest,0.863
scary,0.952
scat,0.548
scatter,0.62
scattering,0.55
scavenger,0.578
scenario,0.51
scenic,0.548
scented,0.509
schadenfreude,0.64
schism,0.569
schizophrenia,0.88
schizophrenic,0.958
schnapps,0.567
schoolgirl,0.521
schoolwork,0.5
schoolyard,0.529
scientific,0.51
scientist,0.5
scifi,0.57
scintilla,0.528
scintillating,0.736
scintillation,0.579
scintillator,0.67
scoff,0.686
scold,0.755
scolding,0.833
scoop,0.543
scooter,0.587
scorch,0.689
scorching,0.635
scorer,0.608
scorn,0.721
scorned,0.529
scornful,0.608
scorpion,0.745
scotch,0.52
scoundrel,0.74
scour,0.602
scourge,0.64
scout,0.611
scowl,0.6
scramble,0.744
scrambled,0.535
scrambler,0.55
scrambling,0.81
scrape,0.615
scrapie,0.706
scratch,0.625
scratchy,0.61
scream,0.863
screamer,0.67
screaming,0.901
screech,0.802
screening,0.57
screenwriter,0.5
screwball,0.68
screwdriver,0.519
screwed,0.52
screwy,0.596
screwyou,0.647
scrimmage,0.66
scroll,0.63
scrotum,0.653
scrounge,0.565
scrumptious,0.65
scrupulous,0.685
scrutinize,0.587
scrutiny,0.653
scuff,0.56
scuffle,0.8
scumbag,0.591
scurry,0.647
seafood,0.5
seaman,0.51
sear,0.553
search,0.58
searching,0.657
searchlight,0.51
seasick,0.683
seaside,0.52
seasoned,0.57
secession,0.561
seclusion,0.558
secrecy,0.549
secret,0.58
secrete,0.567
secretion,0.582
sect,0.667
sectarian,0.606
sedition,0.557
seduce,0.864
seducer,0.812
seducing,0.794
seduction,0.891
seductive,0.821
seesaw,0.559
seething,0.821
segregate,0.627
segregated,0.575
segregation,0.545
seismic,0.925
seize,0.644
seizure,0.775
selectman,0.547
selfharm,0.62
selfish,0.637
selfishness,0.686
selflove,0.63
sell,0.608
semen,0.755
semiautomatic,0.51
senorita,0.55
sensation,0.663
sensational,0.827
sensual,0.79
sensuality,0.84
sensuous,0.798
sentencing,0.782
sentimentality,0.548
sentinel,0.602
sentry,0.547
separate,0.514
separation,0.592
separatist,0.627
sequestered,0.863
sequestration,0.86
serenade,0.57
sergeant,0.6
sermon,0.507
serpent,0.696
serpentine,0.646
sessions,0.578
settle,0.52
settled,0.51
sever,0.635
severance,0.62
severe,0.735
severely,0.673
severity,0.712
sex,0.939
sexist,0.798
sexual,0.959
sexuality,0.898
sexy,0.945
shabby,0.519
shackle,0.58
shady,0.509
shake,0.689
shakedown,0.692
shaken,0.657
shaker,0.728
shaking,0.849
shaky,0.734
sham,0.602
shaman,0.531
shambles,0.696
shame,0.67
shamed,0.567
shameful,0.68
shameless,0.713
share,0.548
shareholder,0.632
shark,0.845
sharp,0.585
sharpen,0.694
sharpened,0.647
sharpshooter,0.929
shatter,0.821
shattered,0.806
shattering,0.76
shear,0.647
shears,0.527
sheen,0.51
sheik,0.579
shelling,0.917
sheriff,0.541
shift,0.61
shifting,0.548
shifty,0.687
shimmer,0.562
shimmering,0.648
shin,0.5
shindig,0.56
shine,0.539
shiner,0.51
shining,0.673
shiny,0.604
ship,0.5
shipwreck,0.768
shipyard,0.583
shit,0.678
shitday,0.658
shitfaced,0.695
shithead,0.645
shitless,0.545
shitload,0.606
shittest,0.673
shitty,0.679
shiver,0.765
shivering,0.663
shock,0.821
shocked,0.773
shocker,0.804
shocking,0.853
shockingly,0.924
shook,0.759
shoot,0.926
shooter,0.814
shooting,0.931
shootout,0.927
shop,0.632
shopkeeper,0.51
shoplifter,0.83
shoplifting,0.833
shopper,0.615
shortstop,0.529
shot,0.75
shotgun,0.868
shout,0.925
shove,0.69
shoveling,0.62
show,0.771
showbiz,0.713
showboat,0.625
showdown,0.95
showgirl,0.694
showing,0.54
showoff,0.598
showy,0.657
shrapnel,0.74
shred,0.75
shrewd,0.673
shriek,0.827
shrill,0.721
shudder,0.791
shuddering,0.802
shun,0.604
shunt,0.5
shuttle,0.591
shutup,0.56
shyster,0.567
sickbay,0.51
sicken,0.5
sickening,0.618
sickle,0.585
sickly,0.55
sickness,0.704
sideshow,0.594
sidestep,0.559
sidewinder,0.5
siege,0.75
sighting,0.56
sightseeing,0.552
significant,0.649
simmering,0.613
simulation,0.574
simulator,0.559
simultaneous,0.577
sin,0.712
sinful,0.788
sing,0.606
singer,0.735
singing,0.594
sinister,0.896
sinker,0.557
sinner,0.667
sinning,0.7
sinus,0.563
siren,0.627
sissy,0.562
sitcom,0.537
sith,0.564
sizzle,0.704
ska,0.575
skate,0.653
skateboard,0.55
skater,0.774
skating,0.673
skedaddle,0.596
skeet,0.549
skeletal,0.558
skeptical,0.5
ski,0.67
skid,0.64
skier,0.788
skiing,0.824
skijump,0.647
skill,0.701
skilled,0.614
skillful,0.616
skip,0.804
skipper,0.577
skirmish,0.64
skirting,0.529
skirts,0.538
skittish,0.815
skull,0.558
skyscraper,0.696
slag,0.6
slam,0.577
slammer,0.565
slander,0.604
slanderous,0.8
slap,0.804
slash,0.5
slaughter,0.953
slaughterhouse,0.794
slaughtering,0.947
slave,0.795
slavery,0.783
slay,0.92
slayer,0.93
sleaze,0.538
sleazy,0.674
sled,0.547
sledding,0.547
sledge,0.5
sleeplessness,0.604
sleepover,0.519
sleigh,0.551
sleight,0.677
slender,0.548
sleuth,0.633
sliding,0.73
slight disgust,0.578
slight surprise,0.746
slimy,0.5
slingshot,0.654
slink,0.546
slinky,0.637
slip,0.714
slippery,0.74
slugger,0.5
sluice,0.52
slum,0.528
slur,0.814
slurp,0.528
slut,0.808
slutty,0.81
sly,0.69
smack,0.662
smallpox,0.583
smart,0.607
smartass,0.52
smarty,0.51
smash,0.692
smashed,0.66
smell,0.52
smelly,0.528
smile,0.598
smiled,0.53
smiles,0.606
smiling,0.679
smirk,0.596
smite,0.846
smithereens,0.561
smitten,0.76
smoke,0.5
smoker,0.528
smoking,0.557
smoldering,0.781
smooch,0.731
smother,0.685
smug,0.552
smuggle,0.775
smuggler,0.867
smuggling,0.783
snafu,0.549
snags,0.721
snake,0.75
snakes,0.662
snakeskin,0.696
snap,0.517
snappy,0.592
snapshot,0.578
snare,0.85
snarl,0.787
snarling,0.704
snatch,0.861
snatcher,0.867
sneak,0.745
sneakers,0.548
sneaking,0.755
sneaky,0.74
sneer,0.755
sneezing,0.57
snicker,0.693
snide,0.723
sniff,0.5
snipe,0.915
sniper,0.87
snitch,0.598
snob,0.52
snoop,0.74
snoopy,0.534
snore,0.61
snort,0.531
snowboard,0.68
snowboarder,0.754
snowday,0.5
snowmageddon,0.575
snowstorm,0.833
snubbed,0.528
snuggling,0.585
soangry,0.65
soannoyed,0.529
soar,0.74
soaring,0.704
soccer,0.837
socialanxiety,0.588
socialism,0.5
socialite,0.668
socialize,0.683
sociopath,0.863
sodding,0.5
softball,0.63
sohappy,0.673
soiled,0.529
soiree,0.692
solder,0.51
soldering,0.536
soldier,0.708
solicitation,0.519
solidification,0.5
solucky,0.529
solve,0.53
somber,0.5
some disgust,0.657
some surprise,0.849
somersault,0.769
somethingigetalot,0.567
somewhat positive,0.51
somuchtodo,0.598
sonervous,0.655
songwriter,0.558
sonic,0.5
sonorous,0.58
sopissed,0.577
soprano,0.55
sorcerer,0.633
sorcery,0.74
sordid,0.555
sore,0.65
soready,0.5
sorely,0.727
soreness,0.843
sorority,0.637
sos,0.675
soscared,0.652
soscary,0.66
sothankful,0.526
soulless,0.591
soulmate,0.5
sound,0.623
sounding,0.5
soundtrack,0.559
sour,0.594
sourpuss,0.62
sovereign,0.5
sovereignty,0.529
soviet,0.58
spacecraft,0.698
spaceman,0.577
spaceship,0.781
spade,0.667
spammers,0.5
spandex,0.52
spank,0.882
spanking,0.736
spark,0.745
sparkle,0.765
sparkly,0.59
sparring,0.87
spasm,0.594
spastic,0.541
spatial,0.625
spatter,0.63
spawn,0.586
spaz,0.5
speakeasy,0.536
speaker,0.66
speakerphone,0.569
speaking,0.59
spear,0.601
special,0.602
specialist,0.562
specialize,0.54
spectacle,0.745
spectacles,0.775
spectacular,0.74
spectator,0.56
specter,0.723
spectral,0.667
spectroscopy,0.541
spectrum,0.7
speculate,0.602
speculation,0.683
speculative,0.591
speed,0.849
speedboat,0.858
speedily,0.74
speeding,0.908
speedometer,0.549
speedway,0.519
speedy,0.625
spellbound,0.647
spend,0.745
spender,0.692
spending,0.556
sperm,0.706
spew,0.651
sphincter,0.633
spicy,0.733
spider,0.569
spiders,0.696
spiffy,0.582
spike,0.51
spiked,0.613
spiky,0.657
spill,0.633
spillin,0.5
spinner,0.593
spinning,0.61
spiny,0.639
spiral,0.624
spirited,0.587
spirits,0.847
spit,0.545
spite,0.6
spiteful,0.71
spitfire,0.623
splatter,0.596
splendid,0.74
splendor,0.612
split,0.618
splitting,0.598
spoil,0.723
spoiler,0.527
spoiling,0.678
spoils,0.76
sponsor,0.537
sponsorship,0.608
spontaneity,0.698
spontaneous,0.578
spoof,0.594
spook,0.887
spooky,0.858
sport,0.7
sporting,0.656
sports,0.683
sports car,0.696
sportsman,0.735
sportsmanship,0.582
sportswriter,0.551
sporty,0.713
spotty,0.606
spousal,0.582
spouse,0.6
sprain,0.58
sprawl,0.596
spread,0.583
spree,0.663
sprinkling,0.51
sprint,0.649
sprout,0.565
spunk,0.632
spunky,0.879
spur,0.545
spurred,0.684
spurt,0.55
spy,0.686
squabble,0.85
squad,0.711
squadron,0.686
squall,0.833
squander,0.755
squash,0.667
squat,0.55
squeak,0.679
squeaky,0.771
squeal,0.731
squealer,0.519
squeamish,0.656
squeeze,0.676
squeezing,0.598
squelch,0.51
squirm,0.824
squish,0.788
stab,0.882
stabbed,0.875
staccato,0.5
stadium,0.679
stagecoach,0.519
stagehand,0.684
stagger,0.62
staggering,0.657
stagnant,0.5
stairway,0.51
stake,0.608
stakeout,0.546
stalker,0.93
stallion,0.596
stamina,0.694
stampede,0.875
standoff,0.84
standup,0.583
stardom,0.786
stark,0.63
starry,0.643
stars,0.521
starship,0.719
startle,0.817
startled,0.865
startling,0.768
starvation,0.592
starve,0.729
starved,0.689
starving,0.67
stash,0.63
stately,0.728
statement,0.608
steal,0.856
stealing,0.913
steamboat,0.5
steaming,0.553
steamroller,0.567
steamy,0.538
steep,0.612
steeple,0.519
stellar,0.58
stench,0.57
stepdaughter,0.51
stepmother,0.53
stereo,0.519
stereotyped,0.51
sterility,0.519
sterilize,0.51
steroid,0.706
stfu,0.5
stickup,0.537
sticky,0.569
stiffen,0.582
stiffness,0.5
stifle,0.764
stifled,0.731
stifling,0.858
stigma,0.5
stillbirth,0.809
stillborn,0.519
stilts,0.577
stimulant,0.794
stimulate,0.798
stimulating,0.804
stimulation,0.821
stimulus,0.779
sting,0.651
stinger,0.625
stinging,0.73
stingy,0.548
stinker,0.567
stinking,0.657
stinky,0.558
stipend,0.546
stipulate,0.546
stipulation,0.622
stir,0.773
stirring,0.702
stitch,0.538
stockbroker,0.676
stockholder,0.625
stocks,0.598
stole,0.76
stolen,0.646
stomachache,0.745
stomp,0.565
stomped,0.684
stoned,0.796
stop,0.51
stopwatch,0.521
store,0.538
storm,0.94
storming,0.91
stormy,0.87
stout,0.657
straddle,0.55
straighten,0.5
strain,0.75
strained,0.656
straitjacket,0.719
strange,0.663
strangle,0.927
strangulation,0.886
strategic,0.708
strategist,0.594
strategy,0.667
stratosphere,0.583
stratus,0.52
stray,0.76
streak,0.608
stream,0.537
streamer,0.53
streamline,0.573
streetcar,0.569
strength,0.682
strengthen,0.796
strengthening,0.627
strenuous,0.66
strep,0.594
stress,0.843
stressed,0.74
stresses,0.817
stressful,0.873
stressin,0.81
stressing,0.866
stretch,0.578
stricken,0.72
strict,0.646
stride,0.67
strife,0.898
strike,0.811
strikeout,0.52
striker,0.589
striking,0.827
strikingly,0.684
stringy,0.51
strip,0.5
stripped,0.615
stripper,0.848
striptease,0.918
strive,0.837
strobe,0.633
strolling,0.515
strong,0.745
stronghold,0.636
strongly,0.817
struggle,0.82
stubbed,0.642
stubborn,0.702
stubbornness,0.673
stuck,0.644
stud,0.531
stuffy,0.615
stumble,0.716
stump,0.51
stumped,0.604
stun,0.71
stunned,0.663
stunner,0.78
stunning,0.673
stunt,0.555
stupefaction,0.704
stupefy,0.74
stupendous,0.69
stupid,0.51
stupidpeople,0.675
stupidrain,0.52
stupor,0.59
sturdy,0.642
sty,0.5
subatomic,0.538
subduction,0.569
subdue,0.64
subito,0.627
subjected,0.52
subjugation,0.61
sublet,0.551
subliminal,0.528
submerge,0.643
submerged,0.528
submission,0.58
submitting,0.61
subordination,0.527
subpoena,0.634
subsequence,0.51
subsidence,0.509
subsidize,0.615
substantiate,0.549
substituted,0.545
suburb,0.566
suburbs,0.571
subversion,0.608
subversive,0.765
subvert,0.557
succeed,0.755
succeeding,0.755
success,0.88
successful,0.724
successor,0.531
succubus,0.647
succulent,0.538
succumb,0.787
suck,0.706
sucking,0.528
suckling,0.558
sucks,0.683
suction,0.593
sudden,0.66
suddenly,0.51
sue,0.731
suffer,0.91
sufferer,0.69
suffering,0.719
suffocate,0.764
suffocating,0.774
suffocation,0.83
suggestive,0.5
suicidal,0.867
suicide,0.873
suicidebombing,0.957
suitor,0.639
sulfur,0.53
sulk,0.58
sully,0.55
sultry,0.696
summertime,0.5
summit,0.618
summon,0.56
summons,0.604
sumptuous,0.55
sunburn,0.755
sunk,0.531
suntan,0.51
super,0.663
superb,0.708
superhero,0.82
superhuman,0.745
superimposed,0.529
superintendent,0.57
superior,0.697
superiority,0.602
superlative,0.566
superman,0.794
supermarket,0.547
supermodel,0.663
supernatant,0.5
supernatural,0.824
supernova,0.673
superposition,0.57
superpower,0.784
supersede,0.51
superstar,0.86
superstition,0.64
superstitious,0.545
superstore,0.6
supervise,0.555
supervision,0.578
supplant,0.558
supple,0.528
supplication,0.57
supply,0.519
supporter,0.51
supporters,0.539
suppress,0.559
suppression,0.541
supremacy,0.706
supreme,0.7
supremely,0.725
surcharge,0.528
surf,0.65
surfboard,0.73
surfer,0.701
surge,0.684
surgeon,0.598
surgery,0.769
surgical,0.696
surpassing,0.66
surplus,0.68
surprise,0.875
surprised,0.855
surprises,0.769
surprising,0.79
surprisingly,0.793
surreal,0.529
surrogate,0.59
surround,0.623
surveillance,0.72
survival,0.798
survive,0.824
surviving,0.836
survivor,0.75
susceptibility,0.627
suspect,0.75
suspected,0.755
suspense,0.775
suspension,0.53
suspicion,0.711
suspicions,0.745
suspicious,0.745
sustenance,0.519
suture,0.51
sux,0.531
swag,0.676
swagger,0.731
swallow,0.608
swami,0.547
swank,0.5
swap,0.5
swarm,0.735
swarming,0.6
swat,0.694
sway,0.596
swear,0.577
swearing,0.559
sweat,0.579
sweating,0.667
sweatshop,0.797
sweaty,0.54
sweeper,0.549
sweetest,0.5
sweetie,0.549
swell,0.679
swelling,0.608
sweltering,0.644
swerve,0.612
swift,0.776
swiftly,0.885
swill,0.528
swimmer,0.698
swimming,0.559
swindle,0.74
swindler,0.721
swine,0.519
swing,0.51
swinger,0.778
swinging,0.51
swirl,0.726
swish,0.51
switch,0.538
switchblade,0.596
switchboard,0.519
swollen,0.51
swoon,0.51
swoop,0.618
sword,0.653
swordfish,0.52
swordplay,0.75
swordsman,0.857
sympathize,0.627
symphonic,0.545
symptom,0.529
synaptic,0.553
synchronous,0.538
syncope,0.538
syndrome,0.51
synergistic,0.55
synergy,0.51
synoptic,0.51
syphilis,0.606
syringe,0.68
tabasco,0.546
taboo,0.794
tackle,0.686
tackled,0.612
tackling,0.694
tactics,0.676
tailoring,0.54
take,0.537
takeoff,0.884
takeover,0.531
taker,0.521
talent,0.607
talented,0.635
talisman,0.542
talkative,0.673
talker,0.604
tall,0.591
talon,0.569
talons,0.698
tambourine,0.548
tame,0.604
tamer,0.783
taming,0.514
tamper,0.802
tangle,0.545
tangled,0.539
tango,0.56
tanker,0.647
tanned,0.55
tantalizing,0.788
tantrum,0.817
tarantula,0.718
tardy,0.592
target,0.573
targeted,0.537
tasting,0.603
tasty,0.786
tattler,0.53
tattoo,0.602
taunt,0.696
taut,0.704
tavern,0.577
tawdry,0.51
taxpayer,0.528
teach,0.51
tear,0.62
tearful,0.5
tearsofjoy,0.74
tease,0.79
teaser,0.558
teasing,0.725
technician,0.51
techno,0.539
teeming,0.55
teen,0.531
teenage,0.673
teenager,0.593
teens,0.66
telegram,0.542
telekinesis,0.646
telepathy,0.51
telephone,0.52
telethon,0.641
televised,0.519
telltale,0.663
temper,0.623
temperament,0.625
temperamental,0.774
temperature,0.559
tempest,0.843
tempt,0.677
temptation,0.817
tempting,0.74
temptress,0.787
tenacious,0.658
tenacity,0.657
tendency,0.5
tender,0.52
tending,0.556
tennis,0.519
tensile,0.51
tension,0.81
tentacle,0.559
tentative,0.657
tequila,0.71
terminator,0.663
terrible,0.849
terribly,0.731
terrier,0.54
terrific,0.65
terrified,0.902
terrifies,0.923
terrify,0.889
terrifying,0.836
territorial,0.6
terror,0.902
terrorism,0.971
terrorist,0.93
terrorists,0.967
terrorize,0.907
test,0.5
testicle,0.651
testicular,0.68
testify,0.65
testimonial,0.538
testimony,0.578
testosterone,0.84
testy,0.64
tetanus,0.577
tether,0.62
thanking,0.538
thankless,0.5
thaumaturgy,0.546
theater,0.635
theatrical,0.69
theatrics,0.539
thebest,0.596
theft,0.867
thelife,0.566
thermodynamics,0.594
thesis,0.582
thief,0.888
thirst,0.519
thirsty,0.66
thong,0.596
thorn,0.541
thorny,0.69
thoroughbred,0.74
thoughtless,0.58
thrash,0.51
threat,0.865
threaten,0.958
threatened,0.928
threatening,0.875
threesome,0.676
threshold,0.519
thrill,0.837
thrilled,0.818
thriller,0.796
thrilling,0.827
thrive,0.529
thriving,0.521
throat,0.538
throb,0.673
throbbing,0.808
throes,0.76
throne,0.606
throng,0.81
throttle,0.804
throw,0.77
thrower,0.69
thrown,0.55
thrust,0.647
thruster,0.812
thud,0.686
thug,0.882
thump,0.792
thumper,0.623
thumping,0.755
thunder,0.916
thunderbolt,0.719
thunderclap,0.833
thundering,0.778
thunderstorm,0.86
thunderstruck,0.716
thwart,0.684
tickle,0.727
tickled,0.707
ticklish,0.814
tidal,0.539
tidal wave,0.894
tide,0.556
tidings,0.51
tiger,0.765
tightness,0.606
tightrope,0.653
tillage,0.591
tilt,0.549
timewasters,0.535
tingle,0.56
tingling,0.615
tinker,0.528
tinkle,0.529
tinkling,0.53
tinnitus,0.536
tinsel,0.521
tipper,0.571
tipsy,0.625
tirade,0.587
tireless,0.75
tiresome,0.542
tiring,0.51
tistheseason,0.548
tit,0.539
titan,0.653
titanic,0.786
titty,0.548
tobacco,0.546
toffee,0.51
toil,0.51
toils,0.71
tomahawk,0.642
tomb,0.5
toocold,0.55
toomuchtodo,0.688
toothache,0.853
toothless,0.541
topless,0.765
topple,0.82
torch,0.63
torment,0.75
tormented,0.855
torn,0.51
tornado,0.896
torpedo,0.794
torrent,0.745
torrid,0.625
torsion,0.651
tort,0.635
tortious,0.724
tortuous,0.755
torture,0.878
tortured,0.89
toss,0.725
touchdown,0.77
touchy,0.51
tough,0.588
toughen,0.683
toughness,0.618
tour,0.545
tourism,0.531
tourmaline,0.513
tournament,0.74
tourniquet,0.521
tout,0.538
tow,0.5
towering,0.69
toxic,0.885
toxicity,0.865
toxicology,0.736
toxin,0.654
toymaker,0.51
trachea,0.509
tracing,0.591
tracker,0.744
tractable,0.5
traction,0.585
tractor,0.58
trade,0.544
trader,0.632
trading,0.602
traffic,0.559
trafficking,0.71
tragedies,0.91
tragedy,0.843
tragic,0.904
train,0.705
train set,0.598
trained,0.538
trainer,0.719
training,0.776
traitor,0.796
traitorous,0.745
trajectory,0.558
tram,0.628
tramp,0.51
trample,0.764
trampoline,0.69
tramway,0.538
transact,0.625
transaction,0.577
transatlantic,0.596
transcend,0.771
transcendence,0.608
transcendent,0.6
transcendental,0.652
transfixed,0.66
transform,0.667
transformation,0.618
transformer,0.582
transfusion,0.73
transgression,0.89
transit,0.59
transition,0.561
translocation,0.612
translucent,0.5
transmit,0.581
transmitter,0.511
transmutation,0.74
transplant,0.806
transplantation,0.694
transponder,0.575
transport,0.627
transportation,0.56
transporter,0.625
transpose,0.585
transsexual,0.815
transvestite,0.675
trap,0.61
trapdoor,0.67
trapeze,0.625
trapped,0.615
trapper,0.654
trapping,0.621
traps,0.673
trash,0.541
trauma,0.792
traumatic,0.885
travail,0.677
travel,0.689
traveler,0.571
traveling,0.75
traverse,0.59
travesty,0.644
trawl,0.59
treacherous,0.815
treachery,0.852
tread,0.52
treadmill,0.636
treason,0.806
treasure,0.592
treasures,0.771
treasury,0.541
treat,0.571
trek,0.53
trellis,0.5
tremble,0.878
trembling,0.824
tremendous,0.888
tremendously,0.722
tremor,0.833
trench,0.76
trendy,0.52
trepidation,0.594
trespass,0.67
trial,0.663
triathlon,0.853
tribulation,0.612
tribunal,0.67
tribune,0.585
tribute,0.573
trick,0.7
trickery,0.798
trickster,0.68
tricky,0.651
trident,0.606
trigger,0.804
trilogy,0.52
trimmer,0.548
trio,0.613
trip,0.643
triplet,0.51
triplicate,0.545
tripping,0.594
triumph,0.798
triumphant,0.837
troll,0.627
trolley,0.558
trombone,0.5
troop,0.696
trooper,0.694
troops,0.718
trophy,0.643
tropic,0.529
trot,0.664
trouble,0.811
troubled,0.627
troublemaker,0.9
troubles,0.854
troublesome,0.894
trucker,0.609
truculent,0.731
truelove,0.6
trump,0.716
trumpet,0.57
trumpeter,0.6
