term,arousal
pivot,0.382
pivotal,0.471
pix,0.373
pizza,0.39
placard,0.442
place,0.261
placebo,0.306
placement,0.46
placenta,0.433
placid,0.317
placket,0.231
plaid,0.33
plain,0.167
plainclothes,0.337
plane,0.356
planet,0.404
planetarium,0.462
planets,0.318
plank,0.28
plankton,0.321
planned,0.385
planner,0.469
planning,0.462
plant,0.18
planter,0.45
planting,0.343
plaque,0.333
plasma,0.398
plaster,0.264
plastic,0.269
plasticity,0.471
plat,0.359
plate,0.245
plateau,0.316
plated,0.458
platform,0.34
plating,0.368
platonic,0.461
platter,0.245
plausibility,0.451
plausible,0.404
playpen,0.481
plaza,0.346
plea,0.491
pleasant,0.31
pleasing,0.449
pleat,0.345
pleated,0.318
pledge,0.49
plenary,0.356
plenum,0.454
plexus,0.405
pliable,0.37
plication,0.46
pliers,0.334
plinth,0.346
plodding,0.481
plop,0.475
plough,0.427
ploughed,0.42
plover,0.434
plowed,0.49
plug,0.356
plum,0.306
plumage,0.286
plumbing,0.427
plume,0.323
plump,0.48
plumper,0.429
plural,0.432
plurality,0.473
plush,0.265
ply,0.32
plywood,0.245
pocket,0.275
pocketbook,0.231
pocketful,0.279
pod,0.396
podium,0.365
poem,0.27
poems,0.388
poet,0.35
poetic,0.269
poetical,0.327
poetics,0.306
poetry,0.235
pogo,0.426
poignant,0.444
point,0.193
pointer,0.382
pointless,0.353
poise,0.202
pokes,0.48
polar,0.261
polarity,0.472
pole,0.398
polio,0.452
polish,0.412
polished,0.413
polite,0.378
politeness,0.353
polka,0.451
pollen,0.212
polo,0.36
polyester,0.27
polygonal,0.441
polygraph,0.491
polymer,0.33
pomp,0.491
poncho,0.265
pond,0.337
ponder,0.38
ponderous,0.45
pontiff,0.363
pontificate,0.424
pontoon,0.377
pony,0.413
ponytail,0.337
pooch,0.36
poodle,0.413
poof,0.387
pool,0.356
poop,0.43
poor,0.358
popcorn,0.441
pope,0.375
poppy,0.392
popsicle,0.3
population,0.423
porcelain,0.31
porch,0.324
porcupine,0.421
pore,0.271
pork,0.45
porky,0.483
porosity,0.343
porous,0.37
porridge,0.229
port,0.409
portable,0.356
portage,0.49
portal,0.347
porter,0.375
porterhouse,0.364
portfolio,0.28
porthole,0.353
portico,0.444
portion,0.364
portrait,0.186
portraiture,0.298
pose,0.33
poser,0.385
posh,0.337
posited,0.41
position,0.451
positioning,0.49
possibility,0.481
possible,0.316
possibly,0.4
possum,0.471
post,0.426
postage,0.471
postal,0.245
postcard,0.292
poster,0.275
posterior,0.385
posterity,0.46
posthumous,0.441
postman,0.482
postmortem,0.486
postpone,0.408
postponed,0.327
postscript,0.3
postulate,0.47
posture,0.309
pot,0.186
potable,0.326
potassium,0.314
potato,0.235
potatoes,0.271
pothole,0.294
potion,0.4
potted,0.336
potter,0.417
pottery,0.286
potty,0.373
pouch,0.23
poultry,0.375
pound,0.337
pout,0.354
pouting,0.471
pouty,0.48
pow,0.44
powder,0.25
powdered,0.375
powdery,0.39
practicable,0.429
practical,0.49
practically,0.402
practise,0.49
practitioner,0.497
pragmatic,0.433
prairie,0.183
praise,0.387
praised,0.441
praisejesus,0.377
praises,0.491
praiseworthy,0.445
prawn,0.324
praxis,0.439
pray,0.127
prayer,0.217
prayforme,0.404
praying,0.235
praying mantis,0.442
preach,0.48
preacher,0.388
precedent,0.392
preceding,0.442
precept,0.48
preceptor,0.433
precession,0.46
precinct,0.431
precincts,0.324
precise,0.358
precisely,0.388
precision,0.431
predecessor,0.415
predicament,0.48
predicate,0.344
predict,0.486
predictable,0.296
predictive,0.454
predispose,0.481
preemption,0.426
preemptive,0.461
preface,0.375
prefect,0.451
prefer,0.385
preferable,0.433
preferential,0.481
prefix,0.232
prehistoric,0.317
prelim,0.417
preliminary,0.393
prelude,0.392
premature,0.416
premed,0.459
premeditated,0.49
premises,0.306
prenatal,0.422
prepared,0.48
prerequisite,0.424
prerogative,0.442
preschool,0.382
prescribed,0.391
prescription,0.337
prescriptive,0.378
presence,0.431
present,0.286
presentable,0.311
presents,0.394
preservative,0.429
preserve,0.431
preserved,0.337
preserving,0.462
presto,0.415
presumptive,0.483
presuppose,0.469
pretending,0.42
pretext,0.427
pretzel,0.323
prevalent,0.43
prevent,0.481
preventative,0.442
prevention,0.463
preventive,0.388
preview,0.337
previous,0.337
previously,0.337
price,0.475
priest,0.324
priestess,0.39
priesthood,0.304
priestly,0.284
prig,0.429
prim,0.37
prima,0.406
primal,0.407
primary,0.39
primate,0.363
primates,0.455
prime,0.275
primed,0.402
primer,0.363
primeval,0.48
priming,0.412
primitive,0.388
primrose,0.23
prince,0.464
principal,0.353
principally,0.48
principle,0.306
principles,0.286
print,0.384
printer,0.345
prior,0.35
priory,0.413
prism,0.429
pristine,0.363
privacy,0.42
private,0.422
privileged,0.49
privy,0.481
pro,0.471
probability,0.365
probable,0.433
probate,0.462
probative,0.431
probe,0.444
probing,0.47
probity,0.423
procedural,0.45
proceeding,0.428
proceeds,0.47
process,0.471
processor,0.46
procrastinate,0.353
procrastination,0.43
proctor,0.46
prod,0.479
prodigal,0.491
product,0.417
profess,0.42
professional,0.447
professor,0.398
professorship,0.339
proficient,0.461
profile,0.293
profiler,0.415
profit,0.462
profitable,0.392
profuse,0.398
profusion,0.49
prog,0.412
progenitor,0.48
progeny,0.351
program,0.323
programme,0.298
programmer,0.426
programming,0.435
project,0.462
projector,0.491
prologue,0.392
prolonged,0.453
prom,0.44
promenade,0.444
promontory,0.497
prompting,0.423
promulgate,0.433
prone,0.434
prong,0.244
pronunciation,0.431
prop,0.427
propane,0.473
propensity,0.462
proper,0.312
property,0.221
prophet,0.462
prophylactic,0.491
prophylaxis,0.404
proportion,0.462
proportional,0.38
proportionate,0.37
proportions,0.43
proprietary,0.278
proprietor,0.48
proprietorship,0.441
propriety,0.273
prose,0.274
prosecutor,0.491
prospect,0.442
prosthetic,0.464
prostrate,0.402
protected,0.378
protective,0.459
protector,0.36
protein,0.337
proton,0.415
prototype,0.33
protozoa,0.452
proven,0.311
proverb,0.26
proverbial,0.43
provided,0.353
providence,0.337
provider,0.494
province,0.255
provincial,0.341
provision,0.45
provisionally,0.47
proviso,0.406
provost,0.474
proximal,0.46
proximate,0.433
proxy,0.408
prude,0.41
prudence,0.284
prudent,0.25
prune,0.311
pruning,0.302
pry,0.482
psalm,0.224
psalms,0.252
pseudo,0.389
pseudonym,0.398
psi,0.454
psyche,0.375
psychoanalysis,0.49
psychological,0.449
psychologist,0.308
psychology,0.396
publication,0.47
publicly,0.481
published,0.429
publisher,0.392
puck,0.49
pucker,0.427
pudding,0.255
puddle,0.302
pudgy,0.428
puff,0.367
pug,0.298
pulley,0.333
pullover,0.34
pulmonary,0.471
pulp,0.231
pulpit,0.449
pulse,0.412
pumpkin,0.177
punctual,0.337
punctuality,0.406
punctually,0.38
punctuation,0.385
punt,0.48
puny,0.324
pup,0.427
pupil,0.406
puppet,0.433
puppeteer,0.491
puppy,0.461
pure,0.306
purebliss,0.451
puree,0.255
purely,0.441
purification,0.452
purify,0.304
purist,0.418
purity,0.205
purple,0.298
purport,0.377
purr,0.46
purring,0.33
purse,0.176
pursuit,0.453
purveyor,0.48
purview,0.48
pus,0.431
pussycat,0.29
put,0.398
putative,0.48
puts,0.407
putter,0.394
putty,0.304
puzzle,0.471
pygmy,0.373
pylon,0.288
pyramid,0.39
pyramidal,0.385
quack,0.451
quad,0.441
quadrant,0.269
quadratic,0.385
quadrature,0.363
quadruple,0.4
quadrupole,0.425
quagmire,0.48
quail,0.318
quaint,0.463
quality,0.443
quantify,0.459
quantitative,0.46
quantitatively,0.491
quantity,0.472
quarry,0.426
quart,0.265
quarter,0.296
quarterly,0.38
quarters,0.412
quartet,0.377
quartile,0.445
quarto,0.396
quartz,0.292
quasi,0.343
quaternary,0.37
quay,0.209
quench,0.344
query,0.42
question,0.41
questionnaire,0.327
queue,0.344
queues,0.479
quiche,0.456
quicksilver,0.441
quid,0.378
quiescent,0.16
quiet,0.105
quietly,0.125
quill,0.216
quilt,0.123
quince,0.368
quinine,0.461
quirk,0.384
quirky,0.373
quits,0.48
quitter,0.46
quiver,0.452
quota,0.41
quotient,0.29
rabbi,0.362
rabbit,0.33
raccoon,0.435
race,0.426
rack,0.373
racket,0.356
racking,0.442
radial,0.404
radiator,0.452
radio,0.402
radiograph,0.49
radiologist,0.423
radiology,0.46
radish,0.316
radium,0.36
radius,0.324
radon,0.418
raft,0.229
rag,0.226
rags,0.309
railing,0.298
raiment,0.402
rain,0.388
rainbow,0.35
rainbow trout,0.462
raincoat,0.3
raindrops,0.337
rainfall,0.314
rainforest,0.375
rainy,0.451
rainyday,0.38
raised,0.326
raisin,0.235
rake,0.286
ram,0.452
ramble,0.464
ramrod,0.408
ranch,0.42
rancid,0.451
randomness,0.449
randy,0.394
range,0.472
rank,0.38
rare,0.413
rarely,0.367
raspberries,0.278
raspberry,0.336
rate,0.297
ratify,0.462
ratio,0.461
ration,0.346
rational,0.347
rationale,0.4
rationalize,0.4
rationing,0.404
rattan,0.334
rattle,0.429
ratty,0.45
raven,0.446
ravioli,0.281
raw,0.349
rawhide,0.36
read,0.283
reader,0.224
readership,0.306
readily,0.29
reading,0.183
readout,0.25
ready,0.388
reality,0.365
realize,0.462
realtor,0.471
realty,0.471
ream,0.173
reap,0.422
reason,0.455
reasonable,0.337
reasonableness,0.448
reasoning,0.365
reasons,0.46
reassign,0.49
reassignment,0.48
reassurance,0.127
reassure,0.306
reassured,0.186
reassuring,0.308
rebound,0.48
recall,0.351
recast,0.481
recede,0.449
receding,0.418
receipt,0.23
receipts,0.333
receive,0.462
received,0.436
receiver,0.464
recent,0.365
receptacle,0.451
reception,0.375
receptionist,0.43
receptor,0.36
recesses,0.47
recession,0.398
recheck,0.49
recherche,0.49
recipe,0.271
recipient,0.324
reciprocate,0.46
recital,0.44
recite,0.398
reckon,0.42
recline,0.404
reclining,0.312
recluse,0.49
recognizable,0.4
recognize,0.315
recognized,0.458
recoil,0.429
recollect,0.491
recollection,0.337
recombination,0.492
recommend,0.439
recommendation,0.388
recon,0.447
reconcile,0.47
reconsider,0.442
reconsideration,0.459
reconstitution,0.461
reconstructive,0.444
record,0.421
recorder,0.374
recount,0.402
recoup,0.422
recourse,0.337
recoverable,0.388
recovery,0.402
rectangle,0.225
rectangular,0.24
rectify,0.48
rector,0.406
rectory,0.373
rectum,0.443
recumbent,0.37
recuperation,0.418
recycle,0.392
recycled,0.316
recycling,0.32
red,0.385
reddish,0.337
redecorate,0.444
redeem,0.469
redeemed,0.378
redemption,0.408
redesign,0.46
redirect,0.36
redness,0.47
reduce,0.304
reduced,0.365
reduction,0.382
redundancy,0.262
redwood,0.35
reed,0.35
reef,0.49
reefer,0.453
reefs,0.471
reek,0.48
reel,0.332
reentry,0.449
reestablish,0.49
ref,0.38
refer,0.358
reference,0.312
referendum,0.469
referral,0.314
refill,0.4
refine,0.46
refined,0.43
refinement,0.387
refinery,0.444
refining,0.466
reflect,0.342
reflecting,0.408
reflective,0.292
reflex,0.46
reform,0.49
refraction,0.471
refractory,0.357
refrain,0.373
refraining,0.453
refreshed,0.377
refreshment,0.41
refrigerate,0.357
refrigeration,0.392
refrigerator,0.26
refuel,0.445
refuge,0.238
refused,0.475
regal,0.459
regalia,0.441
regard,0.336
regatta,0.471
regency,0.472
region,0.295
regional,0.4
register,0.412
registration,0.396
registry,0.32
regress,0.442
regressive,0.434
regretful,0.48
regrettable,0.374
regular,0.188
regularity,0.337
regulars,0.327
regulate,0.275
regulated,0.269
regulation,0.425
regulator,0.336
regulatory,0.448
rehab,0.45
rehash,0.451
rehearsal,0.47
reimburse,0.418
rein,0.357
reindeer,0.336
reins,0.448
reiterate,0.451
rejected,0.48
relapse,0.46
related,0.365
relative,0.378
relativity,0.393
relax,0.25
relaxant,0.087
relaxation,0.161
relaxed,0.09
relaxing,0.157
released,0.49
relevancy,0.481
reliability,0.38
reliable,0.241
reliance,0.431
relic,0.452
relief,0.278
relieve,0.183
relieved,0.314
relieving,0.255
religion,0.32
religious,0.238
rely,0.429
remain,0.365
remainder,0.357
remaining,0.29
remains,0.24
remake,0.488
remand,0.446
remark,0.325
remedial,0.418
remedy,0.283
remember,0.422
remembered,0.333
remembering,0.386
remembrance,0.25
remind,0.415
reminder,0.423
reminisce,0.49
reminiscent,0.481
reminiscing,0.431
remission,0.33
remittance,0.479
remnant,0.312
remorseful,0.429
remote,0.333
remover,0.443
renal,0.48
rencontre,0.452
rend,0.423
render,0.395
rendering,0.434
rendezvous,0.49
rendition,0.36
renew,0.481
renounce,0.49
renovated,0.406
renown,0.475
renowned,0.481
rent,0.429
rental,0.37
renter,0.301
repaint,0.382
repair,0.46
repairman,0.426
repayment,0.49
repeal,0.48
repeated,0.472
repeater,0.426
repent,0.422
repertory,0.473
repetitive,0.438
rephrase,0.451
replenish,0.336
replete,0.497
reply,0.29
report,0.444
reported,0.442
repose,0.1
repository,0.396
represent,0.433
representative,0.366
represented,0.444
representing,0.464
repressed,0.337
reprieve,0.471
reprint,0.449
reprogram,0.404
republic,0.34
reputable,0.462
request,0.471
requiem,0.382
require,0.439
requirement,0.439
requisite,0.363
reread,0.377
reschedule,0.422
rescind,0.38
resection,0.482
resemblance,0.216
resemble,0.388
resembling,0.25
reservation,0.343
reserve,0.289
reserved,0.316
reserves,0.363
reservoir,0.276
reset,0.45
reside,0.44
residence,0.382
residences,0.418
residency,0.357
resident,0.327
residential,0.21
residual,0.288
residue,0.33
resignation,0.392
resigned,0.17
resilience,0.44
resin,0.308
resolutely,0.453
resolve,0.472
resolved,0.357
resonance,0.426
resort,0.441
resource,0.357
resources,0.348
respect,0.344
respectability,0.407
respectable,0.35
respected,0.441
respectful,0.386
respecting,0.321
respective,0.413
respects,0.387
respiration,0.377
respirator,0.398
respiratory,0.45
respite,0.373
respond,0.435
respondent,0.455
rest,0.167
restaurant,0.406
rested,0.235
restful,0.116
restoration,0.426
restore,0.49
restored,0.41
restoring,0.49
restroom,0.279
result,0.49
resultant,0.441
resume,0.411
retail,0.353
retailer,0.439
retain,0.451
retainer,0.422
retake,0.471
retard,0.347
retardation,0.36
retarded,0.462
retards,0.434
retention,0.49
retentive,0.482
rethink,0.423
retina,0.255
retinal,0.343
retire,0.392
retired,0.259
retirement,0.324
retiring,0.376
retold,0.385
retrace,0.482
retract,0.443
retraction,0.491
retribution,0.49
retrieval,0.44
retro,0.276
retroactive,0.452
retrograde,0.464
retrospective,0.481
retrospectively,0.4
return,0.412
reunited,0.439
rev,0.422
reverence,0.347
reverend,0.337
reverent,0.49
reverie,0.413
reverse,0.415
revert,0.451
reverting,0.385
review,0.408
reviewer,0.344
revise,0.469
revision,0.459
revue,0.35
rewire,0.462
rhapsody,0.49
rhetoric,0.429
rheumatism,0.472
rhubarb,0.304
rhyme,0.249
rhyming,0.41
rib,0.349
ribbed,0.378
ribbon,0.288
rice,0.208
rick,0.42
rickety,0.402
rid,0.408
ride,0.465
ridge,0.402
riffraff,0.404
rig,0.382
right,0.352
righteous,0.385
rightful,0.358
rightly,0.471
righty,0.314
rim,0.397
rind,0.28
ring,0.427
rink,0.392
rinse,0.168
riparian,0.408
ripe,0.337
ripen,0.373
ripening,0.49
ripple,0.453
rippling,0.48
risotto,0.454
river,0.392
riverbank,0.3
riverbed,0.233
riverboat,0.347
rivet,0.306
riveted,0.439
road,0.404
roads,0.448
roadway,0.206
robe,0.216
robin,0.363
robot,0.337
rock,0.236
rocks,0.209
rod,0.319
roe,0.382
role,0.26
roller,0.394
rollers,0.365
roman,0.475
roof,0.226
rooftop,0.471
rook,0.4
rookie,0.37
room,0.283
roomful,0.425
roommate,0.481
rooms,0.241
roomy,0.342
roost,0.41
rooster,0.385
root,0.279
rope,0.28
ropes,0.304
rosary,0.14
rose,0.276
rosemary,0.381
rosette,0.41
roster,0.306
rota,0.462
rotary,0.462
rotate,0.47
rote,0.481
rotor,0.458
rotting,0.462
rotunda,0.464
rouge,0.4
round,0.434
roundabout,0.425
rounded,0.391
rouse,0.49
route,0.353
routine,0.219
rove,0.4
roving,0.442
row,0.275
rowboat,0.393
rowing,0.443
royal,0.43
rubber,0.217
rubbers,0.36
rubbish,0.454
rubdown,0.491
rubric,0.26
ruby,0.408
rudder,0.469
rudimentary,0.321
rue,0.394
rueful,0.429
rug,0.24
ruins,0.49
rule,0.427
ruler,0.4
rum,0.377
rump,0.425
rundown,0.296
runes,0.3
rung,0.355
runny,0.439
runway,0.373
rural,0.245
rust,0.265
rusted,0.357
rusty,0.345
rut,0.31
ruth,0.427
rye,0.298
sabbatical,0.24
sac,0.245
sack,0.337
sacrament,0.316
sacred,0.375
sad,0.333
sadday,0.418
saddens,0.436
sadly,0.255
sadness,0.288
safe,0.306
safety,0.491
saffron,0.373
saga,0.44
sage,0.327
saggy,0.429
sail,0.22
sailboat,0.392
saint,0.24
sainted,0.296
saintly,0.286
salad,0.26
salamander,0.362
salami,0.36
salary,0.48
salesgirl,0.49
saline,0.34
saliva,0.265
sally,0.39
salmon,0.25
salon,0.296
saloon,0.3
salt,0.312
salted,0.4
saltwater,0.33
salutary,0.36
salutation,0.417
salvation,0.48
salve,0.39
sameness,0.33
sample,0.187
sanatorium,0.49
sanctification,0.431
sanctified,0.24
sanctify,0.443
sanctimonious,0.365
sanctity,0.33
sanctuary,0.226
sanctum,0.438
sand,0.279
sandal,0.283
sandbox,0.274
sandman,0.469
sandpaper,0.425
sands,0.304
sandwich,0.314
sandy,0.265
sane,0.235
sanitary,0.32
sanitation,0.312
sanity,0.333
sans,0.294
santa,0.286
sap,0.298
sapiens,0.453
sapphire,0.472
sappy,0.469
sardine,0.236
sarsaparilla,0.488
sash,0.298
sashimi,0.31
sassafras,0.388
satchel,0.306
sate,0.4
satellite,0.409
satin,0.396
saucepan,0.264
saucer,0.327
sauerkraut,0.454
sauna,0.35
sausage,0.429
savanna,0.147
savannah,0.212
savant,0.451
save,0.439
saver,0.382
saving,0.23
savings,0.431
savior,0.469
sawdust,0.279
sawmill,0.378
sax,0.465
saxophone,0.444
say,0.31
sayonara,0.398
scab,0.33
scabbard,0.219
scaffolding,0.366
scale,0.35
scales,0.33
scallop,0.363
scalp,0.346
scaly,0.481
scamp,0.464
scampi,0.448
scan,0.423
scanner,0.356
scanty,0.333
scarab,0.458
scarce,0.324
scarcely,0.412
scarecrow,0.274
scarf,0.224
scarlet,0.39
scattered,0.38
scene,0.34
scenery,0.253
scent,0.41
scepter,0.3
sceptical,0.387
scepticism,0.444
schedule,0.38
schematic,0.284
scheme,0.269
schilling,0.41
schlep,0.426
schmuck,0.412
schnitzel,0.43
scholar,0.421
scholarly,0.466
scholarship,0.49
scholastic,0.47
school,0.423
schoolboy,0.385
schoolhouse,0.407
schooling,0.462
schoolmaster,0.368
schoolteacher,0.38
schooner,0.408
sciatica,0.443
science,0.429
scion,0.38
scissors,0.462
scone,0.287
scoot,0.49
scope,0.386
score,0.388
scoreboard,0.484
scores,0.469
scrabble,0.412
scram,0.485
scrap,0.339
scrapbook,0.274
scraping,0.479
scrappy,0.375
scrawny,0.422
screen,0.3
screenplay,0.406
screw,0.46
scribble,0.453
scribe,0.264
scrip,0.462
script,0.45
scriptural,0.25
scripture,0.27
scrounger,0.49
scrub,0.42
scruffy,0.435
scuba,0.494
scullery,0.337
sculptor,0.431
sculpture,0.346
sculptured,0.373
scum,0.38
scurvy,0.462
scuttle,0.398
sea,0.353
seaboard,0.356
seagull,0.245
seal,0.218
seals,0.241
seam,0.25
seamless,0.14
seamstress,0.288
seaport,0.317
seared,0.41
seashore,0.31
season,0.41
seasonal,0.273
seasoning,0.388
seat,0.281
seatbelt,0.314
seating,0.265
seawater,0.197
seaweed,0.286
sec,0.385
secluded,0.265
second,0.21
second cousin,0.36
secondary,0.375
secondhand,0.389
secretariat,0.459
secretary,0.426
secretive,0.25
secretly,0.404
section,0.269
sectional,0.415
sector,0.19
secular,0.461
secularism,0.44
secure,0.38
securities,0.304
security,0.36
sedan,0.423
sedate,0.157
sedation,0.27
sedative,0.273
sedentary,0.185
sedge,0.396
sediment,0.306
sedimentary,0.265
see,0.269
seed,0.135
seedling,0.343
seeds,0.269
seedy,0.39
seek,0.429
seeker,0.464
seem,0.302
seemingly,0.41
seer,0.481
segment,0.29
seldom,0.379
select,0.406
selection,0.34
selective,0.347
selenium,0.408
self,0.37
selfless,0.235
selfworth,0.46
seller,0.471
sellout,0.49
seltzer,0.452
semantics,0.394
semaphore,0.374
semblance,0.471
semester,0.327
semi,0.345
semicolon,0.255
seminal,0.413
seminar,0.36
seminary,0.367
semiotics,0.417
senate,0.349
senator,0.422
send,0.48
sender,0.449
senescence,0.456
senile,0.211
senior,0.415
seniority,0.427
senor,0.217
sense,0.417
senseless,0.388
senses,0.461
sensibility,0.423
sensible,0.454
sensibly,0.337
sensitive,0.426
sensitivity,0.417
sensor,0.377
sensory,0.48
sentence,0.265
sentient,0.417
sentiment,0.451
sentimental,0.378
separable,0.39
separately,0.365
sepia,0.27
sepsis,0.452
sept,0.333
septic,0.462
septum,0.423
sequel,0.48
sequence,0.35
sequent,0.423
serendipity,0.413
serene,0.132
serenity,0.122
serial,0.35
serialize,0.455
series,0.431
serif,0.417
serious,0.455
seriousness,0.365
serrated,0.435
serum,0.231
servant,0.408
serve,0.4
server,0.356
service,0.408
serviceable,0.4
servile,0.327
servitude,0.49
sesame,0.25
sess,0.481
session,0.481
set,0.482
setback,0.451
sett,0.413
setter,0.455
settlement,0.412
settler,0.453
settlor,0.434
setup,0.398
seven,0.265
seventeen,0.296
seventh,0.245
seventy,0.353
severable,0.451
severally,0.298
sew,0.34
sewage,0.343
sewer,0.367
sewerage,0.45
sewing,0.337
shack,0.425
shade,0.265
shades,0.3
shading,0.324
shadow,0.343
shadowy,0.373
shaft,0.275
shag,0.462
shaggy,0.302
shall,0.385
shallow,0.298
shallows,0.368
shampoo,0.18
shanghai,0.45
shank,0.393
shanty,0.459
shape,0.24
shapely,0.441
shard,0.407
sharing,0.462
sharpener,0.435
sharpness,0.385
shave,0.41
shaver,0.45
shaving,0.469
shawl,0.365
sheaf,0.387
sheath,0.314
sheathing,0.48
shed,0.402
sheep,0.206
sheepdog,0.442
sheepish,0.441
sheer,0.25
sheet,0.174
shelf,0.202
shell,0.408
shellfish,0.412
shelter,0.229
sheltered,0.377
shelters,0.333
shelved,0.166
shepherd,0.304
sherbet,0.363
sherry,0.477
shield,0.373
shilling,0.342
shimmy,0.476
shingle,0.2
shipment,0.44
shipping,0.327
shipshape,0.48
shire,0.257
shirt,0.186
shoals,0.408
shoddy,0.463
shoe,0.225
shoelace,0.28
shoemaker,0.269
shoes,0.324
shoeshine,0.387
shopping,0.445
shore,0.304
shoreline,0.296
shorn,0.415
short,0.264
short story,0.321
shortage,0.455
shortcake,0.359
shortcoming,0.37
shortcut,0.308
shorten,0.382
shortening,0.333
shorthand,0.45
shortly,0.31
shortness,0.28
shorts,0.481
shortwave,0.271
shoulder,0.286
shovel,0.308
showcase,0.255
shower,0.346
showroom,0.441
shrew,0.463
shrimp,0.361
shrine,0.255
shrink,0.453
shrinking,0.4
shrivel,0.409
shroud,0.457
shrub,0.34
shrubbery,0.267
shrug,0.296
shrunk,0.354
shrunken,0.373
shuffle,0.45
shuffleboard,0.459
shuffling,0.408
shunned,0.464
shut,0.352
shutdown,0.367
shuteye,0.43
shutit,0.442
shutter,0.38
shy,0.153
shyness,0.265
sib,0.298
sibling,0.34
sic,0.459
sick,0.431
side,0.288
sidearm,0.474
sidebar,0.364
sideboard,0.259
sideburns,0.327
sidecar,0.449
sidekick,0.439
sideline,0.382
sidewalk,0.192
sideways,0.245
siesta,0.046
sieve,0.25
sift,0.412
sifting,0.469
sigh,0.387
sight,0.25
sigma,0.472
sign,0.481
signal,0.417
signature,0.422
significance,0.46
signification,0.337
signify,0.422
signpost,0.4
silence,0.2
silencer,0.356
silent,0.125
silently,0.185
silhouette,0.41
silicon,0.448
silicone,0.34
silk,0.115
silken,0.265
silky,0.397
sill,0.375
silliness,0.368
silly,0.349
silo,0.365
silt,0.269
silver,0.451
silverware,0.365
silvery,0.46
similar,0.25
similarity,0.255
simile,0.363
simmer,0.293
simple,0.13
simples,0.24
simpleton,0.144
simplicity,0.25
simplify,0.347
simplistic,0.245
simply,0.148
simulate,0.375
simulated,0.461
simulating,0.462
simultaneously,0.49
sincere,0.265
sincerity,0.351
single,0.354
singly,0.354
singular,0.302
singularity,0.348
singularly,0.33
sink,0.439
sinking,0.439
sip,0.38
siphon,0.333
sipping,0.349
sir,0.306
sire,0.452
sirloin,0.418
sister,0.324
sisterhood,0.415
sit,0.23
site,0.265
sitter,0.429
sitting,0.146
situate,0.31
situated,0.231
situation,0.387
six,0.154
sixpence,0.417
sixteen,0.29
sixth,0.275
sixty,0.24
sizable,0.337
size,0.336
skein,0.372
skeleton,0.464
skeptic,0.44
skepticism,0.48
sketch,0.276
sketching,0.327
sketchy,0.479
skewed,0.48
skewer,0.365
skiff,0.375
skillet,0.296
skim,0.328
skimpy,0.349
skin,0.35
skinny,0.333
skirt,0.463
skit,0.434
skunk,0.491
sky,0.234
skylight,0.314
skyline,0.412
slab,0.265
slack,0.283
slang,0.418
slant,0.396
slashes,0.328
slate,0.283
slates,0.27
sledgehammer,0.479
sleek,0.484
sleep,0.09
sleeper,0.154
sleeping,0.091
sleepless,0.41
sleepy,0.125
sleepyhead,0.35
sleet,0.355
sleeve,0.27
sleeveless,0.29
slice,0.375
slick,0.383
slicker,0.387
slide,0.435
slider,0.491
slight,0.24
slight anticipation,0.49
slight trust,0.4
slightly,0.274
slightly negative,0.472
slightly positive,0.48
slim,0.18
slime,0.37
sling,0.423
slipper,0.298
slippers,0.413
slit,0.49
sliver,0.347
slob,0.365
slobber,0.375
slogan,0.216
sloop,0.375
slop,0.409
slope,0.438
sloppy,0.441
slot,0.337
sloth,0.14
slouch,0.45
slough,0.39
slow,0.073
slowly,0.185
slowness,0.212
sludge,0.396
slug,0.37
sluggish,0.124
slumber,0.191
slump,0.438
slush,0.283
small,0.205
smaller,0.31
smallest,0.34
smarten,0.49
smattering,0.46
smear,0.433
smelling,0.481
smelt,0.441
smidgen,0.385
smiley,0.47
smith,0.333
smock,0.25
smog,0.48
smokey,0.462
smoky,0.42
smooth,0.127
smoothie,0.333
smoothly,0.134
smoothness,0.221
smudge,0.429
smut,0.36
snack,0.407
snacks,0.48
snag,0.25
snail,0.104
snapper,0.429
snazzy,0.37
sneaker,0.479
sneeze,0.442
snip,0.327
snippet,0.41
snippy,0.491
snooty,0.455
snooze,0.357
snorkel,0.47
snot,0.34
snotty,0.382
snout,0.385
snow,0.363
snowball,0.444
snowfall,0.28
snowflake,0.192
snowing,0.49
snowman,0.291
snowplow,0.48
snowy,0.304
snub,0.412
snuff,0.47
snug,0.173
snuggle,0.39
snuggled,0.439
snuggles,0.34
soak,0.37
soaked,0.462
soaking,0.324
soap,0.163
soapbox,0.415
soapy,0.373
sob,0.48
sober,0.216
soblessed,0.395
sobriety,0.31
soc,0.431
sociable,0.459
social,0.37
socialist,0.4
society,0.464
sociology,0.439
sock,0.167
socket,0.469
sod,0.383
soda,0.314
soda/pop,0.41
sodium,0.34
sofa,0.106
soft,0.179
soften,0.194
softener,0.3
softening,0.255
softly,0.206
softness,0.086
software,0.28
soggy,0.35
soil,0.18
sojourn,0.243
solace,0.294
solar,0.452
solarium,0.356
sole,0.194
solemn,0.37
solicit,0.49
solicitor,0.479
solid,0.304
solidarity,0.407
solidified,0.415
solidify,0.318
solidity,0.444
solitaire,0.227
solitary,0.202
solitude,0.226
solo,0.19
solubility,0.36
soluble,0.272
solution,0.339
solvency,0.296
solvent,0.316
somad,0.49
somatic,0.406
some anticipation,0.482
some trust,0.451
