term,dominance
radioactive,0.741
radioactivity,0.696
radiography,0.543
radiologist,0.634
radiology,0.574
radium,0.517
radius,0.5
rage,0.658
raging,0.598
raid,0.56
raider,0.525
rail,0.526
railroad,0.5
railway,0.623
raincoat,0.525
rainmaker,0.544
raise,0.765
raised,0.643
raising,0.643
rally,0.554
rambling,0.528
rampage,0.509
rampant,0.526
rampart,0.538
rancher,0.543
range,0.615
ranger,0.705
rank,0.686
ranking,0.68
ransom,0.565
ranting,0.5
rape,0.527
rapid,0.768
rapidity,0.806
rapids,0.788
rapist,0.571
rapport,0.567
rapt,0.51
raptor,0.612
raptors,0.591
rapture,0.567
ratification,0.609
ratify,0.716
rating,0.637
ratio,0.741
rational,0.632
rationale,0.815
rationalism,0.676
rationality,0.767
rationalize,0.746
rationing,0.54
rattlesnake,0.613
raucous,0.538
ravage,0.575
ravenous,0.509
ravishing,0.83
ray,0.538
reach,0.69
react,0.717
reaction,0.706
reactionary,0.69
reactive,0.721
reactor,0.772
read,0.611
reader,0.602
readily,0.547
readiness,0.7
readjustment,0.51
readout,0.518
ready,0.648
readytogo,0.578
reaffirm,0.654
reagent,0.642
real,0.717
realism,0.67
realist,0.809
realistic,0.783
reality,0.787
realization,0.836
realize,0.647
realm,0.878
realtor,0.582
realty,0.648
reap,0.623
reappear,0.632
rearrange,0.729
rearrangement,0.769
reason,0.712
reasonable,0.726
reasonableness,0.665
reasoning,0.729
reasons,0.571
reassemble,0.589
reassign,0.559
reassurance,0.593
reassure,0.63
reassured,0.519
reassuring,0.691
rebate,0.51
rebel,0.555
rebellion,0.746
rebellious,0.663
rebels,0.609
rebirth,0.78
reboot,0.519
reborn,0.737
rebound,0.506
rebuild,0.519
rebut,0.573
rebuttal,0.54
recalcitrant,0.58
recall,0.525
recap,0.667
recapture,0.658
recast,0.5
receive,0.551
received,0.561
receiver,0.586
receiving,0.623
recent,0.589
reception,0.567
receptive,0.639
receptor,0.51
recharge,0.664
recheck,0.529
recidivism,0.558
recipient,0.679
reciprocal,0.66
reciprocate,0.618
reciprocity,0.556
recital,0.572
reckoning,0.532
reclaim,0.648
reclamation,0.548
recognition,0.726
recognizable,0.609
recognize,0.6
recognized,0.786
recollect,0.602
recollection,0.566
recombination,0.602
recommend,0.672
recommendation,0.664
recompense,0.853
reconcile,0.625
reconciliation,0.604
reconfigure,0.658
reconnaissance,0.712
reconnect,0.667
reconsider,0.582
reconsideration,0.611
reconstitution,0.783
reconstruct,0.718
reconstruction,0.667
reconstructive,0.722
reconvene,0.56
record,0.5
recount,0.509
recoup,0.575
recourse,0.598
recover,0.647
recoverable,0.709
recovery,0.737
recreate,0.616
recreation,0.66
recruit,0.633
recruiter,0.69
recruiting,0.693
recruitment,0.591
recruits,0.593
rectification,0.695
rectify,0.634
rector,0.862
rectory,0.704
recuperation,0.5
recurrence,0.615
recurrent,0.561
recursion,0.543
recursive,0.561
recursively,0.618
recycle,0.526
recycling,0.509
redemption,0.545
redhead,0.518
redirect,0.648
redo,0.535
redress,0.649
redundancy,0.589
redundant,0.527
reelection,0.681
reenactment,0.768
reentry,0.5
reestablish,0.692
refer,0.558
referee,0.778
reference,0.595
referendum,0.643
referral,0.603
refine,0.64
refined,0.653
refinement,0.709
refinery,0.565
refining,0.664
refit,0.506
reflection,0.528
reflective,0.735
reflector,0.5
reflex,0.538
reform,0.797
reformation,0.558
reformer,0.905
refraction,0.526
refractory,0.588
refresh,0.689
refreshing,0.571
refrigeration,0.5
refuel,0.5
refurbish,0.541
refutation,0.566
refute,0.583
regain,0.759
regal,0.556
regalia,0.556
regard,0.809
regency,0.63
regenerate,0.767
regeneration,0.845
regent,0.675
reggae,0.5
regime,0.773
regimen,0.84
regiment,0.755
regimental,0.817
region,0.712
regional,0.607
regionalism,0.773
register,0.654
registrar,0.574
registration,0.574
registry,0.583
regroup,0.797
regular,0.558
regularity,0.585
regulars,0.508
regulation,0.667
regulator,0.668
regulatory,0.528
rehab,0.593
rehabilitate,0.642
rehabilitation,0.606
rehearsal,0.5
rehearse,0.5
reign,0.873
reigning,0.87
reimburse,0.527
reimbursement,0.567
reincarnation,0.676
reinforce,0.76
reinforcement,0.902
reinforcements,0.875
reins,0.545
reinstall,0.745
reinstate,0.596
reinstatement,0.707
reinvest,0.763
reinvestment,0.782
reiterate,0.655
rejoice,0.698
rejoicing,0.592
rejoin,0.556
rejuvenate,0.767
rejuvenated,0.7
rekindle,0.788
relate,0.623
related,0.519
relation,0.625
relationship,0.589
relativity,0.615
relay,0.543
release,0.741
released,0.651
relentless,0.904
relevance,0.791
relevancy,0.673
relevant,0.764
reliability,0.696
reliable,0.875
reliance,0.853
relic,0.591
relics,0.579
relieve,0.536
relight,0.519
religion,0.755
religious,0.696
relish,0.632
relive,0.693
reload,0.571
relocate,0.64
rely,0.616
remain,0.731
remains,0.565
remake,0.642
remark,0.716
remarkable,0.72
remarkably,0.868
remarry,0.54
rematch,0.627
remedial,0.509
remembered,0.588
remembering,0.509
remembrance,0.519
remind,0.563
reminder,0.589
reminiscent,0.611
remission,0.518
remodel,0.693
remover,0.526
remuneration,0.607
renaissance,0.767
rendering,0.667
rendezvous,0.658
renegade,0.509
renegotiate,0.708
renew,0.713
renewal,0.672
renounce,0.552
renovate,0.755
renovated,0.657
renovation,0.779
renown,0.693
renowned,0.697
reopen,0.568
reorganization,0.754
reorganize,0.722
rep,0.64
repair,0.589
repairman,0.707
reparation,0.732
repay,0.592
repeat,0.552
repeatedly,0.5
repertoire,0.667
repertory,0.528
rephrase,0.549
replace,0.5
replacement,0.5
replay,0.761
replenish,0.689
replete,0.67
replicate,0.585
replication,0.51
reply,0.596
report,0.575
reported,0.567
reporter,0.604
reposition,0.509
repository,0.5
repossess,0.552
represent,0.861
representation,0.75
representative,0.694
represented,0.688
representing,0.833
repress,0.536
reprieve,0.574
reprint,0.527
reprisal,0.545
reproduce,0.76
reproduction,0.713
reproductive,0.856
reprogram,0.557
republic,0.83
republican,0.664
repurchase,0.557
reputable,0.919
reputation,0.721
repute,0.702
reputed,0.627
request,0.618
require,0.56
required,0.7
requirement,0.728
requisite,0.609
requisition,0.649
reroute,0.598
rerun,0.529
reschedule,0.537
rescue,0.85
research,0.741
researcher,0.857
resection,0.5
resemblance,0.57
resembling,0.529
resentment,0.528
reservation,0.561
reserve,0.589
reserved,0.583
reserves,0.52
reset,0.574
residence,0.585
residences,0.509
residency,0.679
resident,0.5
residential,0.589
resilience,0.667
resilient,0.801
resist,0.651
resistance,0.796
resistant,0.815
resisting,0.789
resistive,0.651
resolute,0.712
resolutely,0.805
resolution,0.745
resolve,0.75
resolved,0.683
resonance,0.629
resonant,0.663
resonate,0.644
resonator,0.519
resort,0.632
resounding,0.596
resource,0.749
resourceful,0.886
resources,0.627
respect,0.758
respectability,0.912
respectable,0.889
respected,0.853
respectful,0.814
respecting,0.72
respective,0.721
respects,0.824
respiration,0.669
respiratory,0.552
resplendent,0.755
respond,0.594
responsibility,0.852
responsible,0.833
responsive,0.573
restart,0.554
restaurant,0.5
restitution,0.643
restock,0.645
restoration,0.734
restorative,0.703
restore,0.625
restored,0.728
restoring,0.783
restrained,0.509
restraining,0.672
restraint,0.52
restrict,0.577
restriction,0.569
restrictive,0.5
result,0.652
resultant,0.637
resume,0.586
resumption,0.653
resurrect,0.817
resurrection,0.759
resuscitate,0.818
resuscitation,0.795
retailer,0.595
retain,0.63
retaining,0.632
retake,0.591
retaliate,0.595
retaliatory,0.598
retention,0.558
rethink,0.583
reticent,0.5
retractor,0.557
retrial,0.593
retribution,0.708
retrieval,0.704
retrieve,0.705
retroactive,0.655
retrospect,0.538
retrospective,0.528
retrospectively,0.56
reunion,0.672
reunite,0.657
reunited,0.658
reveal,0.526
revel,0.684
revelation,0.865
revelations,0.6
revels,0.647
revenge,0.627
revenue,0.854
reverberation,0.551
revere,0.608
reverence,0.516
reverend,0.576
reverent,0.694
reversal,0.591
revert,0.519
reverting,0.544
review,0.636
reviewer,0.5
revise,0.509
revision,0.71
revisit,0.509
revival,0.597
revive,0.778
revocation,0.673
revoke,0.737
revolt,0.658
revolution,0.798
revolutionary,0.824
revolutionize,0.904
revolver,0.75
revolving,0.58
revving,0.879
reward,0.783
rewarding,0.783
rhetoric,0.504
rhetorical,0.635
rhino,0.555
rhinoceros,0.569
rhyming,0.5
rhythm,0.573
rhythmic,0.664
rhythmical,0.632
rich,0.905
riches,0.88
richness,0.922
riddle,0.543
rider,0.574
riding,0.62
rife,0.692
rifle,0.718
rifleman,0.767
rifles,0.765
rig,0.746
right,0.71
righteous,0.79
righteousness,0.897
rightful,0.821
rightly,0.782
righty,0.786
rigid,0.591
rigidity,0.726
rigor,0.713
rigorous,0.847
ringing,0.693
ringleader,0.64
ringmaster,0.732
riot,0.586
rioting,0.56
riotous,0.588
riots,0.564
ripe,0.67
ripen,0.671
ripening,0.759
ripper,0.642
rise,0.745
rising,0.696
risky,0.7
rite,0.606
ritual,0.508
ritualistic,0.54
rival,0.574
rivalry,0.538
river,0.605
roadrage,0.565
roadrunner,0.59
roadtrip,0.519
roadway,0.509
roadworks,0.509
roar,0.675
roaring,0.634
rob,0.5
robot,0.543
robotic,0.657
robotics,0.763
robust,0.719
rock,0.557
rocker,0.625
rocket,0.774
rocks,0.543
rodeo,0.588
rogue,0.636
rollercoaster,0.651
rollicking,0.552
roman,0.639
romance,0.587
romantic,0.598
romanticism,0.593
rook,0.51
roomful,0.634
roomy,0.736
root,0.508
rooted,0.718
rosy,0.755
rotary,0.528
rotation,0.55
rote,0.696
rough,0.632
rousing,0.692
route,0.518
rowdy,0.518
royal,0.759
royalty,0.833
rubric,0.5
ruby,0.544
rudder,0.509
rudeness,0.692
rudimentary,0.509
ruffle,0.518
rugby,0.708
rugged,0.793
rule,0.593
ruler,0.631
rumba,0.615
rumble,0.613
run,0.543
runner,0.632
ruse,0.546
rush,0.546
rushing,0.529
ruthless,0.67
saber,0.553
sable,0.5
sabotage,0.5
sacrament,0.7
sacred,0.862
sacrifice,0.534
sacrifices,0.538
sadist,0.5
sadistic,0.618
safari,0.64
safe,0.759
safeguard,0.7
safekeeping,0.586
safety,0.868
saga,0.6
sage,0.693
sailing,0.5
sailor,0.5
saint,0.693
sainted,0.676
saintly,0.591
salary,0.652
sale,0.573
salesgirl,0.605
salesman,0.664
salient,0.702
salutary,0.686
salutation,0.5
salute,0.681
salvage,0.832
salvation,0.8
salve,0.5
samurai,0.838
sanctification,0.816
sanctified,0.612
sanctify,0.783
sanction,0.517
sanctity,0.628
sanctuary,0.575
sanctum,0.657
sandstorm,0.629
sane,0.67
sanguine,0.545
sanitarium,0.57
sanitation,0.5
sanity,0.655
santa,0.509
sapiens,0.584
sapphire,0.651
satanic,0.72
satellite,0.764
satirical,0.538
satisfaction,0.673
satisfactorily,0.802
satisfactory,0.702
satisfied,0.685
satisfy,0.705
satisfying,0.814
saturation,0.583
satyr,0.5
savage,0.605
savagery,0.711
savant,0.818
save,0.682
saver,0.802
saving,0.621
savings,0.608
savior,0.804
savor,0.526
savory,0.619
savvy,0.706
saw,0.518
scaffolding,0.545
scale,0.577
scandal,0.557
scandalous,0.556
scanner,0.567
scape,0.536
scariest,0.538
scary,0.528
scenario,0.683
scene,0.578
scenery,0.592
scenic,0.756
scepter,0.67
scepticism,0.55
schematic,0.647
scheme,0.577
scholar,0.731
scholarly,0.709
scholarship,0.625
school,0.633
schoolhouse,0.672
schooling,0.64
schoolmaster,0.852
schoolteacher,0.632
science,0.741
scientific,0.836
scientist,0.79
scintillating,0.612
scintillation,0.573
scintillator,0.51
scold,0.626
scoop,0.64
scope,0.718
score,0.589
scorer,0.764
scores,0.629
scorpion,0.6
scotch,0.615
scour,0.632
scout,0.763
scramble,0.5
scrambled,0.539
scrambling,0.731
scream,0.594
screening,0.709
screenplay,0.518
screenwriter,0.712
screwball,0.505
screwyou,0.509
script,0.527
scriptural,0.596
scripture,0.63
scrub,0.5
scrumptious,0.566
scrupulous,0.602
scrutinize,0.573
scrutiny,0.658
scuffle,0.529
sculptor,0.694
sculptured,0.557
scurry,0.509
sea,0.589
seaboard,0.507
seal,0.518
seaman,0.672
sear,0.6
searchlight,0.552
seaside,0.508
season,0.519
seasoned,0.509
seatbelt,0.726
secession,0.509
seclusion,0.505
secret,0.509
secretariat,0.597
secretary,0.561
secrete,0.518
secretion,0.529
secretive,0.538
sect,0.526
sectarian,0.517
sector,0.569
secular,0.52
secularism,0.559
secure,0.914
securities,0.852
security,0.821
sedan,0.68
sedimentary,0.5
sedition,0.591
seduce,0.689
seducer,0.775
seducing,0.708
seduction,0.618
seductive,0.667
seeker,0.553
seer,0.74
seething,0.642
seismic,0.578
seize,0.673
select,0.602
selection,0.595
selective,0.706
selectman,0.609
self,0.5
selflove,0.661
selfworth,0.594
sell,0.605
seller,0.635
semantics,0.569
semaphore,0.598
semiautomatic,0.522
seminal,0.566
seminar,0.623
seminary,0.589
semiotics,0.596
senate,0.836
senator,0.821
send,0.537
sender,0.509
senior,0.536
seniority,0.602
senor,0.63
senorita,0.5
sensation,0.673
sensational,0.858
senses,0.693
sensor,0.542
sensual,0.642
sensuality,0.632
sensuous,0.625
sentence,0.548
sentencing,0.561
sentiment,0.639
sentinel,0.845
sentry,0.684
separatist,0.537
sequel,0.574
sequence,0.529
sequent,0.591
sequestration,0.5
serendipity,0.5
serenity,0.557
sergeant,0.833
serialize,0.593
serious,0.619
seriousness,0.75
sermon,0.615
serpent,0.679
server,0.536
service,0.535
serviceable,0.684
sessions,0.65
set,0.63
sett,0.5
settle,0.772
settlement,0.723
settler,0.519
settlor,0.534
setup,0.635
severally,0.6
severance,0.541
severe,0.635
severely,0.7
severity,0.661
sex,0.704
sexual,0.64
sexuality,0.657
sexy,0.802
shake,0.539
shaker,0.518
shaman,0.604
shanghai,0.509
shapely,0.83
share,0.545
shareholder,0.915
sharing,0.545
shark,0.596
sharp,0.585
sharpen,0.611
sharpened,0.727
sharpness,0.653
sharpshooter,0.764
sheathing,0.642
sheen,0.712
sheepdog,0.529
sheik,0.708
shelling,0.773
shelter,0.569
sheltered,0.717
shepherd,0.61
sheriff,0.802
shield,0.663
shifting,0.546
shimmer,0.656
shimmering,0.904
shine,0.741
shiner,0.556
shining,0.812
shiny,0.787
shipyard,0.595
shire,0.609
shocker,0.616
shocking,0.833
shockingly,0.721
shook,0.509
shoot,0.625
shooter,0.774
shooting,0.602
shootout,0.615
shop,0.565
shopkeeper,0.73
shoplifter,0.5
shopper,0.741
shopping,0.63
shoreline,0.529
shot,0.569
shotgun,0.684
shove,0.602
shoveling,0.537
show,0.719
showbiz,0.598
showboat,0.509
showdown,0.692
showroom,0.536
showy,0.661
shrapnel,0.681
shred,0.627
shrewd,0.816
shrill,0.64
shrine,0.574
shudder,0.559
shuddering,0.638
shuffle,0.556
shuttle,0.547
sib,0.593
sibling,0.636
sidearm,0.5
sidecar,0.5
sidekick,0.509
sideline,0.517
sideshow,0.658
siege,0.567
sight,0.528
sighting,0.627
sightseeing,0.697
sigma,0.535
signature,0.657
significance,0.644
significant,0.786
signification,0.53
signify,0.634
silver,0.615
silvery,0.517
similarity,0.518
simplify,0.602
simulation,0.567
simulator,0.583
simultaneous,0.554
simultaneously,0.609
sincere,0.725
sincerity,0.686
singer,0.628
singing,0.528
singularity,0.654
singularly,0.527
sinister,0.581
sinker,0.538
sir,0.778
sire,0.808
siren,0.5
sister,0.562
sisterhood,0.696
situated,0.543
situation,0.6
sizable,0.657
size,0.569
skate,0.508
skater,0.652
skeptic,0.5
skepticism,0.582
skier,0.639
skiing,0.62
skill,0.833
skilled,0.929
skillful,0.908
skipper,0.692
skull,0.574
skyline,0.662
skyscraper,0.798
slant,0.536
slap,0.518
slash,0.509
slaughter,0.602
slaughtering,0.714
slay,0.585
slayer,0.661
sleek,0.643
slender,0.664
sleuth,0.676
slicker,0.519
slider,0.518
slight surprise,0.557
slightly positive,0.567
slinky,0.603
slogan,0.564
slugger,0.518
sly,0.75
smart,0.923
smartass,0.62
smarten,0.551
smarty,0.848
smash,0.53
smattering,0.5
smile,0.618
smiled,0.536
smiles,0.607
smiley,0.571
smiling,0.625
smirk,0.583
smite,0.682
smith,0.529
smoldering,0.764
smug,0.587
smuggle,0.57
smuggler,0.645
smuggling,0.51
snake,0.549
snakes,0.606
snapshot,0.588
snatch,0.691
snatcher,0.563
snazzy,0.66
sneaking,0.545
sneaky,0.56
sniper,0.853
snowboard,0.511
snowboarder,0.545
snowstorm,0.629
snug,0.5
soar,0.718
soaring,0.65
sober,0.568
sobriety,0.583
soccer,0.644
sociable,0.627
social,0.614
socialism,0.56
socialist,0.543
socialite,0.57
socialize,0.726
society,0.782
sociology,0.694
softball,0.518
software,0.57
sohappy,0.681
soiree,0.578
sojourn,0.509
solar,0.645
solder,0.611
soldering,0.538
soldier,0.768
solemn,0.709
solicit,0.604
solicitor,0.802
solid,0.763
solidarity,0.781
solidification,0.827
solidified,0.745
solidify,0.754
solidity,0.85
solucky,0.615
solution,0.664
solve,0.688
solvency,0.605
solvent,0.573
some surprise,0.5
some trust,0.547
somersault,0.519
somethingigetalot,0.509
somewhat positive,0.667
son,0.528
song,0.5
songwriter,0.713
soothing,0.519
sophisticated,0.845
sophistication,0.704
soprano,0.685
sorcerer,0.632
sorcery,0.64
soready,0.545
sorority,0.627
sort,0.674
sorter,0.823
sorting,0.642
sostressed,0.578
soul,0.51
soulful,0.5
soulmate,0.628
sounding,0.558
soundness,0.893
soundtrack,0.518
source,0.684
sovereign,0.885
sovereignty,0.886
soviet,0.536
space,0.573
spacecraft,0.68
spaceman,0.848
spaceship,0.664
spacing,0.507
spacious,0.557
spade,0.529
span,0.528
spank,0.642
spar,0.536
sparingly,0.518
spark,0.529
sparkle,0.51
sparkling,0.598
sparkly,0.726
sparring,0.704
spatial,0.645
spawn,0.709
speak,0.5
speaker,0.723
speakerphone,0.56
speaking,0.575
spear,0.5
spec,0.691
special,0.73
specialist,0.877
speciality,0.885
specialize,0.861
specially,0.714
specialty,0.783
specie,0.65
species,0.645
specific,0.691
specification,0.602
specify,0.6
specimen,0.568
specs,0.618
spectacle,0.762
spectacles,0.648
spectacular,0.887
spectator,0.667
specter,0.54
spectral,0.5
spectrophotometer,0.5
spectroscopy,0.57
spectrum,0.527
speculate,0.553
speech,0.688
speed,0.658
speedboat,0.612
speedily,0.665
speeding,0.645
speedometer,0.579
speedy,0.793
spew,0.573
sphere,0.5
spherical,0.5
spicy,0.61
spiky,0.587
spine,0.6
spiny,0.528
spirit,0.621
spirited,0.734
spirits,0.545
spiritual,0.564
spirituality,0.667
spitfire,0.566
splendid,0.81
splendor,0.85
splurge,0.542
spoken,0.545
spokesman,0.611
spokesperson,0.615
sponsor,0.8
sponsorship,0.696
spontaneity,0.655
spontaneous,0.655
sporadic,0.5
sport,0.657
sporting,0.675
sports,0.587
sports car,0.669
sportsman,0.713
sportsmanship,0.694
sportswriter,0.566
sporty,0.648
spotless,0.726
spotlight,0.519
spotter,0.644
spousal,0.632
spouse,0.645
sprawl,0.672
spread,0.651
spreader,0.5
springtime,0.722
sprint,0.528
sprite,0.625
spunky,0.755
spy,0.53
squabble,0.5
squad,0.806
squadron,0.787
squall,0.655
squander,0.529
squatter,0.565
squeeze,0.532
squeezing,0.557
squire,0.71
stab,0.595
stability,0.849
stabilize,0.722
stabilizer,0.767
stable,0.735
stadium,0.611
staff,0.627
stagecoach,0.627
stagehand,0.555
staggering,0.683
staid,0.634
stainless,0.618
stakeout,0.6
stalker,0.639
stallion,0.779
stalwart,0.691
stamina,0.877
stampede,0.683
stance,0.609
stand,0.509
standard,0.605
standardize,0.729
standardized,0.607
standoff,0.558
standpoint,0.652
standstill,0.5
standup,0.55
star,0.56
starboard,0.558
stardom,0.689
stardust,0.549
stare,0.538
stargazing,0.709
stark,0.577
starlet,0.587
starlight,0.611
starling,0.514
starship,0.704
start,0.589
starter,0.827
startled,0.526
startling,0.83
state,0.604
stately,0.915
statement,0.825
stateside,0.708
statesman,0.736
statics,0.527
station,0.519
statistic,0.609
statistical,0.627
statistician,0.703
stator,0.557
statuary,0.5
statue,0.57
statuette,0.518
stature,0.664
status,0.588
statute,0.673
statutory,0.539
staunch,0.833
stay,0.516
stayaway,0.526
stays,0.564
stead,0.51
steadfast,0.8
steady,0.763
steakhouse,0.547
steal,0.528
stealthy,0.534
steamboat,0.633
steamer,0.528
steamroller,0.667
steamship,0.569
steel,0.714
steeple,0.5
steer,0.527
steering,0.66
stellar,0.769
stenographer,0.589
stepfather,0.611
stereo,0.5
stereoscopic,0.574
stereotype,0.612
sterilize,0.52
sterling,0.615
steroid,0.681
steward,0.55
stewardship,0.617
stiff,0.569
stiffen,0.719
stiffness,0.657
stifling,0.608
stile,0.691
stimulant,0.745
stimulate,0.754
stimulating,0.809
stimulation,0.702
stimulus,0.75
stinger,0.508
stipend,0.614
stipulate,0.623
stipulation,0.654
stirring,0.558
stockade,0.5
stockbroker,0.802
stockholder,0.716
stocking,0.688
stocks,0.586
stoic,0.602
stone,0.561
stonewall,0.655
stony,0.525
stopover,0.575
storage,0.564
storeroom,0.588
storing,0.548
storm,0.543
storming,0.669
stormy,0.562
story,0.704
stout,0.817
stow,0.523
straight,0.669
straighten,0.685
straightway,0.565
strained,0.58
straitjacket,0.579
strand,0.538
strangle,0.527
strangulation,0.542
strategic,0.861
strategist,0.81
strategy,0.858
stratification,0.651
stratosphere,0.636
stratum,0.51
stratus,0.509
streak,0.511
stream,0.559
streaming,0.582
streamline,0.618
streetcar,0.566
strength,0.858
strengthen,0.971
strengthening,0.945
stressed,0.502
stressfree,0.528
stretch,0.5
strict,0.878
strife,0.63
strike,0.571
striker,0.696
striking,0.657
strikingly,0.811
stringy,0.527
striptease,0.608
strive,0.769
strobe,0.537
stroke,0.57
strong,0.895
stronghold,0.954
strongly,0.885
structural,0.69
structure,0.712
struggle,0.741
stubborn,0.575
stubbornness,0.508
stud,0.509
student,0.537
studied,0.806
studio,0.62
study,0.768
stunning,0.858
stunt,0.526
stuntman,0.5
stupendous,0.798
sturdy,0.824
style,0.586
styling,0.652
stylish,0.689
stylist,0.5
subcommittee,0.6
subdue,0.784
subito,0.577
subject,0.558
subjection,0.539
sublet,0.545
sublimation,0.538
sublime,0.585
submarine,0.549
submersible,0.54
submission,0.633
submit,0.5
submitting,0.611
subpoena,0.555
subscribe,0.591
subscriber,0.57
subscription,0.651
subsidiary,0.5
subsidize,0.589
subsidy,0.517
substance,0.528
substantial,0.69
substantially,0.684
substantiate,0.636
substructure,0.587
subversive,0.5
subvert,0.536
succeed,0.926
succeeding,0.849
success,0.981
successful,0.938
succession,0.587
successive,0.518
successor,0.648
succinct,0.566
succubus,0.509
succulent,0.556
suckling,0.518
suction,0.526
sue,0.679
suffice,0.504
sufficiency,0.576
sufficient,0.588
sufficiently,0.714
suggest,0.517
suggestion,0.558
suggestive,0.555
suicidebombing,0.627
suitable,0.722
suitor,0.546
sultan,0.821
sultry,0.627
summarily,0.543
summation,0.594
summer,0.55
summit,0.764
summon,0.664
summons,0.598
sumo,0.564
sumptuous,0.555
sun,0.681
sunbeam,0.505
sunlight,0.639
sunrise,0.64
sunshine,0.769
sunup,0.62
super,0.78
superannuation,0.562
superb,0.852
superhero,0.893
superhuman,0.895
superimposed,0.683
superintendent,0.942
superior,0.94
superiority,0.959
superlative,0.737
superman,0.929
supermarket,0.571
supermodel,0.698
supernatant,0.565
supernatural,0.733
supernova,0.827
superposition,0.806
superpower,0.972
supersede,0.518
superstar,0.88
superstitious,0.514
superstore,0.64
supervise,0.889
supervision,0.825
supervisor,0.933
supper,0.552
supplemental,0.555
supplementary,0.541
supplier,0.736
supplies,0.595
supply,0.603
support,0.737
supported,0.613
supporter,0.698
supporters,0.558
supporting,0.764
supportive,0.635
supposition,0.526
suppress,0.509
suppression,0.537
supremacy,0.943
supreme,0.974
supremely,0.897
surcharge,0.5
sure,0.793
surety,0.75
surf,0.5
surface,0.604
surfer,0.554
surge,0.5
surgeon,0.793
surgery,0.6
surgical,0.723
surpassing,0.72
surplus,0.63
surprise,0.562
surprised,0.539
surprises,0.632
surprising,0.692
surprisingly,0.819
surreal,0.67
surround,0.627
surrounding,0.669
surveillance,0.718
surveying,0.682
surveyor,0.648
survival,0.879
survive,0.726
surviving,0.721
survivor,0.815
suspect,0.509
suspenders,0.5
suspicions,0.5
sustain,0.593
sustained,0.58
sustenance,0.679
suture,0.51
swag,0.654
swagger,0.538
swap,0.509
swat,0.571
sway,0.721
swear,0.658
swearing,0.586
sweatshop,0.602
sweetheart,0.509
sweetie,0.56
sweetness,0.528
swift,0.698
swiftly,0.618
swim,0.529
swimmer,0.61
swimming,0.524
swindler,0.575
swirl,0.639
switch,0.509
switchblade,0.528
switchboard,0.558
swivel,0.5
sword,0.713
swordplay,0.528
swordsman,0.696
sycamore,0.527
syllabus,0.643
symbol,0.527
symbolic,0.574
symbolically,0.648
symbolism,0.64
symbolize,0.673
symmetric,0.588
symmetrical,0.569
symmetry,0.5
sympathetic,0.609
sympathize,0.644
sympathy,0.634
symphonic,0.566
symphony,0.6
symposium,0.644
synagogue,0.544
synaptic,0.622
sync,0.67
synchronize,0.654
synchronous,0.545
syndicate,0.673
synergistic,0.547
synergy,0.72
synod,0.574
synoptic,0.596
syntax,0.559
synthesizer,0.592
synthetic,0.519
system,0.764
systematic,0.594
systematically,0.651
tabernacle,0.605
tabulate,0.598
tabulation,0.526
tachometer,0.518
tackle,0.569
tackled,0.569
tackling,0.613
tactful,0.537
tactic,0.798
tactical,0.684
tactics,0.774
tailoring,0.566
takeoff,0.626
takeover,0.861
taker,0.618
talent,0.811
talented,0.938
talisman,0.642
talk,0.594
talkative,0.535
talker,0.552
tall,0.538
tally,0.518
talons,0.525
tame,0.642
tamer,0.815
taming,0.575
tamper,0.545
tangible,0.679
tank,0.634
tanker,0.713
tantalizing,0.625
tantamount,0.67
tar,0.57
tarantula,0.544
target,0.798
targeted,0.573
targeting,0.58
task,0.5
tasteful,0.625
tasting,0.6
tasty,0.555
tattoo,0.525
taught,0.642
tax,0.534
taxed,0.5
taxonomy,0.63
taxpayer,0.647
teach,0.852
teacher,0.885
teaching,0.736
team,0.688
teamjesus,0.536
teammate,0.66
teamwork,0.773
teaser,0.534
tech,0.732
technical,0.736
technicality,0.661
technician,0.713
technique,0.593
techno,0.5
technological,0.815
technology,0.825
teeming,0.727
teen,0.568
teenage,0.558
teenager,0.527
telegram,0.55
telekinesis,0.667
telemetry,0.611
telepathic,0.642
telepathy,0.588
telescope,0.5
telescopic,0.66
televised,0.518
television,0.547
telling,0.527
temper,0.818
temperament,0.703
temperamental,0.608
temperance,0.639
temperate,0.593
tempered,0.667
tempest,0.653
temple,0.66
tempo,0.5
tempt,0.5
temptation,0.56
tempting,0.519
temptress,0.667
tenable,0.636
tenacious,0.692
tenacity,0.889
tenancy,0.605
tendency,0.675
tender,0.509
tending,0.594
tenement,0.55
tenet,0.636
tenets,0.667
tenfold,0.5
tenor,0.5
tense,0.655
tensile,0.618
tension,0.529
tentative,0.534
tenure,0.611
tequila,0.536
term,0.598
termination,0.545
terminator,0.737
terminology,0.566
terminus,0.615
terms,0.645
terrestrial,0.582
terrible,0.604
terrific,0.821
terrifies,0.5
terrify,0.509
terrifying,0.602
territorial,0.766
territory,0.676
terrorism,0.673
terrorist,0.679
terrorists,0.688
terrorize,0.577
test,0.509
testament,0.806
testify,0.741
testimonial,0.75
testimony,0.643
testosterone,0.775
textbook,0.526
thank,0.526
thankful,0.714
thanking,0.658
thanksalot,0.525
thanksgiving,0.637
thankyougod,0.651
thankyoujesus,0.604
thaumaturgy,0.618
theater,0.516
theatrical,0.546
thebest,0.719
theistic,0.509
thelife,0.629
theocracy,0.722
