term,valence
ridiculed,0.112
ridiculous,0.159
riffraff,0.36
rifle,0.329
rifleman,0.245
rifles,0.337
rift,0.246
rigged,0.188
rigid,0.357
rigidity,0.198
rigor,0.375
rigorous,0.438
riot,0.061
rioting,0.156
riotous,0.163
riots,0.099
rip,0.146
ripper,0.219
risk,0.24
risky,0.224
rite,0.378
ritual,0.375
ritualistic,0.45
rival,0.286
rivalry,0.192
rivet,0.458
riveted,0.385
riveting,0.448
roach,0.146
roadblock,0.337
roadrage,0.458
roadrunner,0.49
roar,0.427
roaring,0.449
rob,0.112
robber,0.135
robbery,0.133
robot,0.441
robotic,0.417
roc,0.427
rocks,0.365
rod,0.479
rodent,0.323
rodeo,0.49
roe,0.49
rogue,0.334
roll,0.469
rollers,0.49
rook,0.38
rooster,0.459
rope,0.385
ropes,0.458
rosette,0.469
rot,0.031
rota,0.32
rotate,0.458
rotten,0.104
rotting,0.188
rough,0.406
roughly,0.448
roughneck,0.323
roughness,0.214
roulette,0.326
roundabout,0.49
rouser,0.48
rout,0.163
routine,0.365
rove,0.457
row,0.427
rowboat,0.455
rowdy,0.255
rowing,0.458
rubber,0.46
rubbing,0.406
rubbish,0.198
rubble,0.308
rubric,0.427
ruckus,0.271
rudder,0.439
ruddy,0.49
rude,0.061
rudeness,0.28
rudimentary,0.286
rudiments,0.385
rue,0.323
rueful,0.173
ruff,0.365
ruffian,0.13
ruffle,0.443
ruin,0.125
ruination,0.184
ruined,0.135
ruinous,0.255
ruins,0.25
ruler,0.44
ruling,0.177
rumble,0.367
rummage,0.243
rumor,0.255
rumored,0.427
rump,0.449
rumpus,0.448
runaround,0.448
runaway,0.271
runes,0.438
runner,0.459
runt,0.37
rupture,0.125
rush,0.406
rushing,0.398
rust,0.281
rusted,0.286
rustic,0.369
rustle,0.333
rustler,0.281
rusty,0.271
rut,0.333
ruth,0.469
ruthless,0.208
rye,0.49
sable,0.449
sabotage,0.135
saboteur,0.25
sac,0.344
sack,0.385
sacrifice,0.208
sacrifices,0.281
sacrificial,0.198
sacrilege,0.281
sacrilegious,0.146
sad,0.225
saddens,0.104
sadist,0.042
sadistic,0.031
sadly,0.047
sadness,0.052
saffron,0.443
sag,0.153
saggy,0.37
sake,0.49
salamander,0.41
saline,0.43
saliva,0.214
salmonella,0.167
salt,0.323
salted,0.333
saltwater,0.327
salty,0.388
sanatorium,0.469
sanctimonious,0.24
sanction,0.201
sanctioned,0.323
sandal,0.49
sander,0.438
sandman,0.479
sandpaper,0.417
sandstorm,0.324
sandy,0.406
sanitarium,0.448
sanitary,0.458
sans,0.459
sap,0.47
sapiens,0.48
sarcasm,0.125
sarcastic,0.397
sarcoma,0.26
sarcophagus,0.271
sardonic,0.208
sash,0.48
sassafras,0.469
sassy,0.271
satanic,0.062
satire,0.458
satirical,0.323
saturate,0.281
saturated,0.474
saturation,0.255
satyr,0.28
saucepan,0.347
saucy,0.25
savage,0.204
savagery,0.219
saw,0.316
sawdust,0.398
sawmill,0.427
scab,0.354
scabbard,0.325
scaffold,0.48
scaffolding,0.496
scalding,0.271
scale,0.31
scales,0.439
scallop,0.49
scalp,0.347
scalpel,0.302
scaly,0.281
scam,0.042
scamp,0.458
scan,0.479
scandal,0.122
scandalous,0.135
scanty,0.287
scape,0.29
scapegoat,0.184
scar,0.146
scarab,0.406
scarce,0.292
scarcely,0.082
scarcity,0.167
scare,0.122
scarecrow,0.219
scared,0.146
scares,0.122
scarier,0.156
scariest,0.167
scary,0.062
scat,0.337
scatter,0.229
scattered,0.208
scattering,0.347
scavenger,0.177
sceptical,0.214
scepticism,0.292
schadenfreude,0.354
schematic,0.49
schilling,0.367
schism,0.28
schizophrenia,0.092
schizophrenic,0.102
schlep,0.302
schmuck,0.363
schnitzel,0.365
schoolwork,0.479
sciatica,0.286
scintilla,0.476
scion,0.49
scissors,0.458
scoff,0.125
scold,0.194
scolding,0.071
scone,0.418
scorch,0.214
scorching,0.406
scorn,0.11
scorned,0.062
scornful,0.173
scorpion,0.198
scoundrel,0.094
scour,0.388
scourge,0.214
scowl,0.302
scram,0.306
scramble,0.469
scrambled,0.451
scrambler,0.417
scrambling,0.421
scrap,0.156
scrape,0.365
scrapie,0.306
scraping,0.265
scrappy,0.301
scratch,0.276
scratchy,0.235
scrawny,0.276
scream,0.188
screamer,0.156
screaming,0.245
screech,0.214
screw,0.385
screwball,0.271
screwed,0.302
screwy,0.344
screwyou,0.26
scribble,0.429
scrimmage,0.367
scrip,0.43
scroll,0.375
scrotum,0.396
scrounge,0.21
scrounger,0.323
scrub,0.417
scruffy,0.194
scrutinize,0.458
scuff,0.165
scuffle,0.146
scullery,0.469
scum,0.357
scumbag,0.24
scurry,0.398
scurvy,0.354
scuttle,0.438
seal,0.49
seals,0.412
seam,0.427
seamless,0.459
sear,0.49
seared,0.229
seasick,0.115
seaweed,0.446
sec,0.49
secession,0.323
secluded,0.357
seclusion,0.23
second,0.49
secondhand,0.194
secrecy,0.294
secret,0.479
secrete,0.427
secretion,0.354
secretive,0.39
sect,0.265
sectarian,0.26
sectional,0.427
secular,0.463
secularism,0.367
sedan,0.48
sedative,0.314
sedentary,0.292
sedge,0.406
sediment,0.438
sedimentary,0.398
sedition,0.327
seduce,0.462
seedling,0.406
seedy,0.229
seem,0.471
seemingly,0.49
seething,0.312
segment,0.469
segregate,0.29
segregated,0.164
segregation,0.302
seismic,0.323
seizure,0.177
seldom,0.323
selenium,0.469
selfharm,0.35
selfish,0.061
selfishness,0.2
sellout,0.398
seltzer,0.448
semi,0.296
semiautomatic,0.469
semicolon,0.378
seminal,0.459
semiotics,0.449
senate,0.49
senator,0.391
senescence,0.378
senile,0.28
seniority,0.408
senseless,0.125
sentencing,0.12
sentry,0.47
separable,0.469
separate,0.24
separately,0.31
separation,0.198
separatist,0.245
sepia,0.448
sepsis,0.229
septic,0.281
septum,0.276
sequestered,0.16
sequestration,0.177
sergeant,0.408
serial,0.469
seriousness,0.439
sermon,0.417
serpent,0.115
serrated,0.388
servant,0.34
servile,0.439
servitude,0.25
sess,0.418
setback,0.198
sever,0.156
severable,0.406
severance,0.396
severe,0.164
severely,0.219
severity,0.26
sewage,0.255
sewer,0.286
sewerage,0.208
sexist,0.255
shabby,0.235
shack,0.396
shackle,0.276
shade,0.388
shades,0.49
shading,0.42
shadow,0.302
shadowy,0.135
shady,0.323
shag,0.417
shake,0.439
shakedown,0.286
shaken,0.344
shaking,0.275
shaky,0.26
shallow,0.427
shallows,0.388
sham,0.354
shaman,0.49
shambles,0.271
shame,0.06
shamed,0.135
shameful,0.04
shameless,0.274
shanty,0.427
shard,0.388
shark,0.26
sharp,0.459
sharpshooter,0.24
shatter,0.108
shattered,0.097
shattering,0.135
shaver,0.418
sheaf,0.396
shear,0.286
shears,0.429
sheath,0.46
sheathing,0.378
shed,0.427
sheepish,0.326
sheet,0.439
shelling,0.337
shelved,0.306
shift,0.479
shifty,0.365
shimmy,0.478
shin,0.459
shipwreck,0.268
shipyard,0.398
shire,0.479
shit,0.0
shitday,0.281
shitfaced,0.214
shithead,0.12
shitless,0.271
shitload,0.02
shittest,0.076
shitty,0.02
shiver,0.26
shivering,0.122
shoals,0.396
shock,0.286
shocked,0.292
shocker,0.235
shocking,0.378
shoddy,0.082
shoelace,0.396
shoemaker,0.396
shoeshine,0.392
shook,0.163
shoot,0.092
shooter,0.224
shooting,0.276
shootout,0.08
shoplifter,0.167
shoplifting,0.152
shorn,0.396
short,0.184
shortage,0.094
shortcoming,0.195
shorten,0.302
shortening,0.286
shorthand,0.459
shortness,0.459
shortstop,0.418
shortwave,0.46
shot,0.144
shotgun,0.2
shout,0.229
shove,0.306
shovel,0.427
shoveling,0.265
showdown,0.302
showoff,0.344
shrapnel,0.24
shred,0.224
shrew,0.306
shriek,0.459
shrill,0.312
shrink,0.385
shrinking,0.19
shrivel,0.16
shroud,0.417
shrubbery,0.49
shrug,0.208
shrunk,0.163
shudder,0.344
shuddering,0.302
shuffle,0.459
shun,0.418
shunned,0.271
shunt,0.312
shut,0.24
shutdown,0.173
shutit,0.281
shutter,0.191
shutup,0.333
shy,0.28
shyness,0.312
shyster,0.292
sic,0.37
sick,0.104
sickbay,0.296
sicken,0.051
sickening,0.074
sickle,0.427
sickly,0.188
sickness,0.094
side,0.439
sidearm,0.41
sidebar,0.469
sideline,0.44
sideshow,0.458
sidestep,0.378
sidewalk,0.479
siege,0.271
sieve,0.459
sigh,0.469
sigma,0.49
signify,0.453
silence,0.438
silencer,0.417
silent,0.469
silently,0.448
silicon,0.439
silicone,0.48
sill,0.433
silliness,0.327
silly,0.384
silo,0.4
simmering,0.382
simpleton,0.429
simplistic,0.49
sin,0.177
sinful,0.143
single,0.291
sinister,0.125
sink,0.375
sinker,0.302
sinking,0.135
sinner,0.237
sinning,0.17
sip,0.375
siphon,0.354
sipping,0.469
sissy,0.333
sith,0.439
sixpence,0.469
sizzle,0.427
ska,0.458
skedaddle,0.427
skeet,0.469
skein,0.449
skeletal,0.306
skeleton,0.183
skeptic,0.135
skeptical,0.207
skepticism,0.229
sketchy,0.333
skewed,0.34
skewer,0.47
skid,0.357
skiff,0.479
skim,0.418
skimpy,0.302
skinny,0.333
skip,0.458
skipper,0.44
skirmish,0.29
skirting,0.449
skit,0.438
skittish,0.156
skull,0.276
skunk,0.284
slab,0.398
slag,0.266
slam,0.459
slammer,0.417
slander,0.184
slanderous,0.057
slang,0.479
slant,0.469
slap,0.1
slash,0.26
slashes,0.33
slaughter,0.052
slaughterhouse,0.146
slaughtering,0.133
slave,0.171
slavery,0.052
slay,0.133
slayer,0.041
sleaze,0.312
sleazy,0.292
sledgehammer,0.449
sleepless,0.213
sleeplessness,0.104
sleepyhead,0.327
sleet,0.41
sleuth,0.46
slick,0.388
sliding,0.356
slight disgust,0.156
slight trust,0.306
slightly,0.47
slightly negative,0.19
slime,0.3
slimy,0.177
sling,0.417
slingshot,0.323
slink,0.46
slinky,0.4
slip,0.316
slippery,0.219
slit,0.406
sliver,0.388
slob,0.275
slobber,0.35
sloop,0.48
slop,0.306
slope,0.347
sloppy,0.303
slot,0.469
sloth,0.198
slouch,0.365
slough,0.265
slow,0.357
slowly,0.427
slowness,0.302
sludge,0.354
slug,0.276
slugger,0.458
sluggish,0.224
sluice,0.427
slum,0.292
slump,0.194
slur,0.115
slush,0.427
slut,0.071
slutty,0.224
smack,0.323
smaller,0.3
smallest,0.281
smallpox,0.156
smartass,0.364
smash,0.195
smashed,0.143
smattering,0.448
smear,0.23
smelling,0.458
smelly,0.1
smelt,0.333
smidgen,0.367
smite,0.303
smithereens,0.281
smitten,0.153
smock,0.429
smog,0.271
smoke,0.188
smoker,0.208
smokey,0.494
smoking,0.176
smoky,0.459
smother,0.292
smudge,0.327
smug,0.198
smuggle,0.194
smuggler,0.062
smuggling,0.229
smut,0.357
snafu,0.375
snag,0.417
snags,0.177
snail,0.48
snake,0.276
snakes,0.176
snakeskin,0.276
snap,0.344
snapper,0.417
snare,0.229
snarl,0.43
snarling,0.312
snatch,0.219
snatcher,0.122
sneak,0.281
sneaking,0.203
sneaky,0.24
sneer,0.133
sneeze,0.271
sneezing,0.434
snide,0.186
sniff,0.396
snip,0.417
snipe,0.198
sniper,0.167
snippy,0.418
snitch,0.3
snob,0.296
snoop,0.134
snooty,0.39
snooze,0.235
snore,0.245
snort,0.469
snot,0.214
snotty,0.18
snout,0.276
snowmageddon,0.375
snowplow,0.449
snowstorm,0.204
snub,0.229
snubbed,0.265
snuff,0.357
soak,0.48
soaked,0.365
soaking,0.438
soangry,0.327
soannoyed,0.271
sob,0.115
soc,0.427
socialanxiety,0.27
socialist,0.448
sociopath,0.104
sod,0.427
sodding,0.24
sodium,0.49
soggy,0.312
soil,0.35
soiled,0.106
solder,0.439
soldier,0.392
sole,0.427
solidification,0.48
solitaire,0.365
solitary,0.224
solitude,0.208
solo,0.438
somad,0.429
somatic,0.438
somber,0.184
some anticipation,0.423
some disgust,0.094
somersault,0.214
somewhat negative,0.208
sonervous,0.344
soot,0.375
sopissed,0.276
sorcerer,0.377
sorcery,0.279
sordid,0.219
sore,0.094
sorely,0.284
soreness,0.113
sorghum,0.469
sorrow,0.052
sorrowful,0.049
sorry,0.406
sortie,0.49
sorting,0.469
sos,0.354
soscared,0.229
soscary,0.301
soslow,0.347
sostressed,0.435
sou,0.48
soulless,0.125
soundproof,0.49
sour,0.276
sourpuss,0.188
southwest,0.406
soviet,0.347
soy,0.438
spade,0.469
spam,0.188
spammers,0.354
spandex,0.429
spank,0.112
spanking,0.194
spar,0.417
sparring,0.292
sparse,0.24
spasm,0.194
spastic,0.24
spat,0.427
spatter,0.292
spatula,0.302
spaz,0.443
speck,0.418
speckled,0.449
specter,0.265
spectral,0.43
spectroscopy,0.47
spectrum,0.312
speculate,0.398
speculation,0.325
speculative,0.276
speculum,0.417
speechless,0.459
speeding,0.438
speedometer,0.427
spell,0.385
spender,0.312
spending,0.333
spent,0.296
sperm,0.396
spew,0.26
sphincter,0.347
spic,0.302
spicy,0.44
spider,0.229
spiders,0.26
spigot,0.38
spike,0.382
spiked,0.281
spiky,0.284
spill,0.408
spillin,0.375
spinal,0.312
spine,0.495
spineless,0.344
spinner,0.458
spinster,0.357
spiny,0.167
spiral,0.49
spire,0.354
spit,0.149
spite,0.08
spiteful,0.073
spitfire,0.233
spittoon,0.276
splatter,0.312
spleen,0.448
splice,0.386
spline,0.49
splint,0.179
splinter,0.136
split,0.344
splitting,0.188
splurge,0.365
spoil,0.146
spoiler,0.347
spoiling,0.135
spoils,0.388
spongy,0.469
spoof,0.49
spook,0.327
spooky,0.104
spool,0.397
spoon,0.479
sporadic,0.333
spore,0.48
spotted,0.354
spotty,0.281
spout,0.438
sprain,0.063
spray,0.438
spud,0.403
spunk,0.438
spur,0.378
spurious,0.178
spurt,0.448
spy,0.26
squabble,0.173
squadron,0.469
squall,0.191
squamous,0.344
squander,0.24
squat,0.33
squatter,0.39
squaw,0.428
squawk,0.265
squeak,0.271
squeaky,0.229
squeal,0.25
squeamish,0.176
squeeze,0.458
squeezing,0.26
squelch,0.271
squid,0.497
squint,0.385
squire,0.479
squirm,0.235
squirt,0.406
squish,0.26
stab,0.167
stabbed,0.031
staccato,0.396
stack,0.47
stagehand,0.42
stagnant,0.3
stagnation,0.276
staid,0.385
stain,0.453
stained,0.245
stair,0.375
staircase,0.469
stake,0.406
stakeout,0.344
stale,0.235
stalemate,0.296
stalk,0.436
stalker,0.177
stall,0.37
stamp,0.438
stampede,0.235
standby,0.26
standoff,0.333
standstill,0.441
staph,0.375
stapler,0.37
stark,0.33
starry,0.438
startle,0.276
startled,0.333
starvation,0.24
starve,0.073
starved,0.097
starving,0.163
stash,0.344
stat,0.479
static,0.297
staticky,0.357
stationary,0.408
stator,0.281
stature,0.47
staunch,0.48
stave,0.417
stayaway,0.369
stayed,0.497
steal,0.021
stealing,0.086
stealthy,0.38
steam,0.469
steamroller,0.396
steamship,0.469
steamy,0.479
steep,0.312
steer,0.469
stench,0.104
stepfather,0.396
stepmother,0.427
steppe,0.427
stereoscopic,0.363
stereotype,0.151
stereotyped,0.375
sterile,0.302
sterility,0.201
sterilize,0.406
steroid,0.36
stethoscope,0.427
stfu,0.292
stick,0.396
sticking,0.486
stickler,0.385
stickup,0.453
sticky,0.385
stiff,0.158
stiffen,0.36
stiffness,0.323
stifle,0.24
stifled,0.229
stifling,0.163
stigma,0.327
stiletto,0.396
stillbirth,0.092
stillborn,0.271
stillwaiting,0.344
stilts,0.439
stimulant,0.441
sting,0.163
stinger,0.279
stinging,0.26
stingy,0.094
stink,0.042
stinker,0.163
stinking,0.041
stinky,0.092
stint,0.49
stipulation,0.469
stir,0.448
stitch,0.306
stockade,0.375
stockbroker,0.417
stockings,0.458
stoic,0.427
stole,0.135
stolen,0.156
stomach,0.367
stomachache,0.03
stomp,0.365
stomped,0.229
stone,0.216
stoned,0.177
stonewall,0.337
stoneware,0.458
stony,0.356
stooge,0.438
stool,0.448
stools,0.459
stoop,0.49
stoopid,0.28
stop,0.28
stoppage,0.224
stopper,0.365
stopping,0.388
stopwatch,0.469
storm,0.188
storming,0.265
stormy,0.146
stound,0.49
stove,0.466
stowaway,0.224
straddle,0.306
strain,0.19
strained,0.122
strait,0.438
straitjacket,0.224
straits,0.408
strand,0.396
stranded,0.292
strange,0.314
stranger,0.33
strangle,0.094
strangulation,0.04
strap,0.38
strapless,0.314
stratum,0.365
stratus,0.448
straw,0.48
stray,0.133
streak,0.44
streaked,0.458
stream,0.449
streetcar,0.39
strenuous,0.104
strep,0.365
stress,0.173
stressed,0.167
stresses,0.115
stressful,0.153
stressin,0.146
stressing,0.163
stretcher,0.438
stricken,0.163
stride,0.49
strife,0.344
strike,0.271
strikeout,0.316
striking,0.357
string,0.385
strings,0.457
stringy,0.43
strip,0.427
striped,0.344
stripped,0.255
strobe,0.49
struggle,0.365
stub,0.396
stubbed,0.323
stubble,0.333
stubborn,0.157
stubbornness,0.156
stubby,0.417
stucco,0.439
stuck,0.153
stuckup,0.281
studded,0.396
stuffing,0.417
stuffy,0.323
stumble,0.153
stump,0.449
stumped,0.344
stun,0.333
stunned,0.306
stunner,0.418
stunt,0.387
stunted,0.194
stuntman,0.49
stupefaction,0.294
stupefy,0.2
stupid,0.133
stupidity,0.06
stupidpeople,0.073
stupidrain,0.26
stupor,0.323
sturgeon,0.417
stutter,0.25
sty,0.296
subatomic,0.385
subcommittee,0.396
subcutaneous,0.396
subduction,0.35
subdue,0.275
subdued,0.236
subdural,0.381
subito,0.372
subjected,0.286
subjection,0.354
subjugation,0.28
sublet,0.469
sublevel,0.365
subliminal,0.41
submerged,0.337
submersible,0.406
submissive,0.48
subordinate,0.276
subordination,0.27
subplot,0.469
subpoena,0.281
subsequence,0.438
subsequent,0.449
subsequently,0.38
subservient,0.255
subset,0.429
subside,0.375
subsidence,0.32
subsoil,0.429
subspace,0.47
substandard,0.235
substation,0.469
substitute,0.427
substituted,0.271
substitution,0.406
substructure,0.441
subterranean,0.469
subtitle,0.445
subtract,0.208
subtraction,0.163
subtype,0.427
suburb,0.354
suburban,0.439
suburbia,0.438
subversion,0.347
subversive,0.198
subvert,0.357
subway,0.418
succubus,0.417
succumb,0.202
suck,0.344
sucker,0.265
sucking,0.227
sucks,0.115
suction,0.46
sudden,0.449
suds,0.458
sue,0.219
suffer,0.082
sufferer,0.156
suffering,0.02
suffix,0.43
suffocate,0.219
suffocating,0.133
suffocation,0.02
suicidal,0.021
suicide,0.03
suicidebombing,0.031
sulfate,0.427
sulfur,0.173
sulk,0.25
sullen,0.25
sully,0.378
sulphur,0.26
summarily,0.469
sumo,0.48
sump,0.365
sunburn,0.061
sunk,0.146
sunken,0.103
sunless,0.245
superannuation,0.448
superficial,0.357
superfluous,0.316
superimposed,0.49
superposition,0.48
supersede,0.479
superstition,0.177
superstitious,0.281
supervision,0.459
supplant,0.344
supplication,0.469
supposed,0.296
supposing,0.449
suppress,0.281
suppression,0.267
surcharge,0.375
surface,0.448
surge,0.449
surgery,0.286
surgical,0.327
surly,0.221
surrender,0.115
surrendering,0.198
surrogate,0.406
surveillance,0.365
surveying,0.488
susceptibility,0.458
susceptible,0.438
suspect,0.133
suspected,0.173
suspend,0.24
suspended,0.224
suspenders,0.391
suspense,0.286
suspension,0.288
suspicion,0.204
suspicions,0.208
suspicious,0.153
suture,0.24
sux,0.406
swab,0.47
swagger,0.333
swallow,0.466
swamp,0.245
swamped,0.156
swampy,0.306
swank,0.49
swarm,0.302
swarming,0.375
swastika,0.316
swat,0.38
swearing,0.333
sweat,0.388
sweating,0.292
sweatshop,0.385
sweaty,0.281
sweep,0.448
sweeper,0.47
sweeping,0.344
swell,0.36
swelling,0.323
sweltering,0.204
swerve,0.276
swill,0.427
swindle,0.122
swindler,0.125
swine,0.34
swinger,0.459
swirl,0.49
switchblade,0.357
swollen,0.236
swoon,0.292
swoop,0.479
sword,0.438
swordsman,0.395
syllable,0.448
symptom,0.38
symptomatic,0.367
syncope,0.245
syndicate,0.439
syndrome,0.229
synod,0.469
synonymous,0.48
synthetic,0.396
syphilis,0.071
syringe,0.25
tabasco,0.375
tabernacle,0.408
tablecloth,0.48
tablespoon,0.49
tabloid,0.438
taboo,0.198
tabular,0.438
tabulate,0.48
tabulation,0.396
tachometer,0.398
tacit,0.459
tack,0.365
tackle,0.365
tackled,0.438
tackling,0.48
tacky,0.245
tad,0.459
tadpole,0.35
taffy,0.448
tail,0.48
tailed,0.438
tailgate,0.323
tailings,0.439
taillight,0.479
tailpipe,0.46
taint,0.141
taker,0.375
tallow,0.344
talon,0.344
talons,0.32
tamer,0.385
tamper,0.184
tampon,0.396
tangle,0.354
tangled,0.26
tank,0.431
tantrum,0.219
taoism,0.49
tap,0.461
tape measure,0.406
tapering,0.344
tapeworm,0.357
taps,0.448
tar,0.438
tarantula,0.26
tardiness,0.296
tardy,0.204
tariff,0.459
tarmac,0.357
tarnish,0.204
tarot,0.479
tarp,0.479
tarry,0.392
tartan,0.448
tartar,0.214
tasteless,0.146
tat,0.429
tattler,0.417
tattoo,0.49
taunt,0.083
taupe,0.406
taut,0.432
tawdry,0.375
tax,0.26
taxed,0.255
taxicab,0.479
taxonomy,0.37
teapot,0.479
tear,0.404
tearful,0.208
teary,0.167
tease,0.317
teasing,0.235
tedious,0.104
tedium,0.224
tee,0.459
teeny,0.427
teething,0.396
teflon,0.354
telemetry,0.46
telescopic,0.49
telltale,0.24
temp,0.49
tempera,0.458
temperament,0.42
temperamental,0.316
temperate,0.469
tempest,0.245
template,0.479
temporary,0.458
tempt,0.21
temptation,0.365
temptress,0.427
tenant,0.385
tenderfoot,0.469
tendon,0.341
tenement,0.47
tenfold,0.469
tense,0.396
tensile,0.458
tension,0.304
tentacle,0.37
tenths,0.406
tenuous,0.398
tepid,0.337
term,0.45
terminal,0.316
terminate,0.171
termination,0.344
terminator,0.37
terminus,0.281
termite,0.265
terms,0.49
terrible,0.061
terribly,0.061
terrified,0.09
terrifies,0.083
terrify,0.052
terrifying,0.031
territorial,0.405
terror,0.069
terrorism,0.06
terrorist,0.019
terrorists,0.062
terrorize,0.041
test,0.449
testicle,0.458
testicular,0.388
testy,0.135
tetanus,0.133
tether,0.323
tethered,0.26
thankless,0.146
thatch,0.337
thaw,0.438
theft,0.135
theism,0.46
theistic,0.397
theocracy,0.49
theocratic,0.38
theological,0.48
theology,0.448
therapist,0.468
therapy,0.49
thereabouts,0.427
therewith,0.462
thermal,0.48
thermocouple,0.406
thermometer,0.4
thermostat,0.439
thick,0.449
thicken,0.406
thickening,0.448
thicket,0.385
thief,0.088
thigh,0.469
thimble,0.49
thin,0.469
thing,0.449
thingy,0.458
thirds,0.402
thirst,0.298
thirsty,0.281
thirteen,0.459
thirteenth,0.408
thistle,0.427
thong,0.467
thorn,0.296
thorny,0.177
thorough,0.467
thoughtless,0.194
thrash,0.26
threat,0.135
threaten,0.104
threatened,0.052
threatening,0.071
threesome,0.49
thresh,0.49
thrice,0.469
thriller,0.49
throat,0.35
throes,0.146
throng,0.48
throw,0.344
throwback,0.28
thrower,0.47
thrush,0.306
thud,0.255
thug,0.24
thump,0.28
thumper,0.354
thumping,0.214
thunder,0.296
thunderbolt,0.418
thunderclap,0.39
thundering,0.337
thunderstorm,0.135
thunderstruck,0.194
thwart,0.281
thyroid,0.234
tibia,0.45
tic,0.271
ticked,0.469
ticker,0.479
tidal wave,0.24
tiger,0.479
tighten,0.388
tightness,0.344
tightrope,0.354
tile,0.429
till,0.49
tiller,0.448
tilt,0.365
tilting,0.459
timber,0.332
timbre,0.46
timeless,0.408
timeout,0.344
timer,0.469
times,0.49
timewasters,0.391
timid,0.327
timidity,0.333
tin,0.469
tincture,0.44
tine,0.438
tinfoil,0.448
tinge,0.469
tingle,0.46
tingling,0.427
tinker,0.396
tinnitus,0.384
tiny,0.479
tipper,0.427
tipster,0.49
tirade,0.378
tire,0.438
tired,0.125
tiredness,0.387
tiredofit,0.3
tiresome,0.24
tiring,0.153
tit,0.402
titanic,0.427
toad,0.302
tobacco,0.327
toby,0.427
tod,0.469
toe,0.406
toilet,0.49
toils,0.48
toll,0.296
tomb,0.112
tombstone,0.204
tome,0.429
toner,0.448
tong,0.475
tonnage,0.323
tonsils,0.347
toocold,0.42
tool,0.49
toomuchtodo,0.42
tooth,0.439
toothache,0.188
toothed,0.449
toothless,0.312
topographical,0.438
topography,0.469
topple,0.198
tor,0.337
torment,0.057
tormented,0.071
torn,0.153
tornado,0.26
torpedo,0.219
torque,0.466
torrid,0.281
torsion,0.312
torso,0.408
tort,0.229
tortious,0.312
tortuous,0.194
torture,0.115
tortured,0.062
toss,0.418
touchy,0.323
tough,0.344
toughen,0.458
toupee,0.323
tourmaline,0.448
tourniquet,0.335
tout,0.48
toxic,0.008
toxicity,0.104
toxicology,0.302
toxin,0.115
traces,0.482
trachea,0.448
tracing,0.418
track,0.448
tracker,0.398
tract,0.406
traction,0.429
tractor,0.449
traffic,0.323
traffic light,0.49
trafficking,0.25
tragedies,0.1
tragedy,0.052
tragic,0.048
trait,0.469
traitor,0.112
traitorous,0.073
tramp,0.108
trample,0.235
trance,0.469
transcriber,0.49
transferred,0.48
transfixed,0.427
transfusion,0.417
transgression,0.158
transistor,0.48
transit,0.439
transitive,0.479
transitory,0.438
translocation,0.367
transmutation,0.438
transom,0.375
transplant,0.445
transpose,0.44
transposition,0.312
transsexual,0.264
transverse,0.429
transvestite,0.27
trap,0.104
trapdoor,0.094
trapped,0.135
trapper,0.296
trapping,0.333
trappings,0.458
traps,0.235
trash,0.163
trashy,0.071
trauma,0.112
traumatic,0.062
travesty,0.354
trawl,0.255
trawler,0.316
treacherous,0.112
treachery,0.104
treadmill,0.459
treason,0.094
treble,0.358
trek,0.469
trellis,0.299
tremble,0.177
trembling,0.177
tremor,0.104
trench,0.429
trespass,0.229
triad,0.469
triage,0.398
trial,0.438
triangular,0.43
triangulate,0.408
tribal,0.417
tribulation,0.448
tribunal,0.41
trickery,0.146
trickster,0.375
tricky,0.219
trident,0.403
trifle,0.271
trifling,0.375
trig,0.438
trigger,0.271
trigonometry,0.396
trimmer,0.26
trine,0.396
tripe,0.312
tripod,0.406
tripping,0.276
trite,0.458
tritium,0.412
trivial,0.406
troll,0.378
troop,0.375
trooper,0.458
troops,0.385
trouble,0.135
troubled,0.167
troublemaker,0.26
troubles,0.051
troublesome,0.283
trowel,0.47
trucker,0.494
truckload,0.48
truculent,0.21
truncate,0.323
truncated,0.316
trunk,0.271
tryout,0.459
tryouts,0.49
tsunami,0.042
tub,0.449
tubby,0.427
tube,0.418
tuberculosis,0.214
tubing,0.438
tubular,0.458
tuck,0.367
tucker,0.475
tuesday,0.469
tug,0.32
tugboat,0.271
tumble,0.276
tumbleweed,0.312
tummy,0.427
tumor,0.102
tumour,0.092
tumult,0.271
tumultuous,0.208
tun,0.386
tunnel,0.312
turban,0.469
turbidity,0.184
turbulence,0.062
turbulent,0.302
turd,0.24
turmoil,0.198
turnoff,0.312
turnover,0.49
turnpike,0.459
turpentine,0.32
turret,0.494
turtle,0.291
tussle,0.333
tutelage,0.393
twat,0.292
twats,0.406
tweak,0.44
tweezers,0.493
twelve,0.49
twentieth,0.469
twerp,0.408
twig,0.378
twill,0.449
twinge,0.316
twist,0.375
twisted,0.071
twister,0.33
twit,0.194
twitching,0.292
twitchy,0.094
twofaced,0.387
typhoid,0.265
typhoon,0.323
typo,0.224
typography,0.48
tyrannical,0.167
tyranny,0.112
tyrant,0.115
tyre,0.48
ugliness,0.094
ugly,0.167
uhoh,0.32
ulcer,0.286
ulterior,0.375
ultimately,0.385
ultimatum,0.219
ultimo,0.375
umbilical,0.398
umbra,0.408
unabashed,0.292
unable,0.132
unacceptable,0.133
