term,dominance
poppycock,0.385
popsicle,0.364
porcelain,0.349
porch,0.388
porcupine,0.367
pore,0.342
pork,0.333
porky,0.333
porn,0.421
pornography,0.481
porosity,0.402
porous,0.264
porridge,0.274
portage,0.445
porterhouse,0.418
portfolio,0.498
porthole,0.382
portico,0.366
portion,0.398
portrait,0.467
portraiture,0.445
portray,0.457
pose,0.361
poser,0.316
posse,0.473
possum,0.306
postal,0.411
postcard,0.39
poster,0.365
posthumous,0.43
postman,0.455
postmortem,0.42
postpone,0.451
postponed,0.402
postponement,0.414
postscript,0.409
pot,0.294
potable,0.431
potassium,0.472
potato,0.265
potatoes,0.309
pothead,0.375
pothole,0.283
potion,0.417
potluck,0.433
potpourri,0.295
potted,0.375
potter,0.482
pottery,0.422
potty,0.317
pouch,0.271
poultry,0.314
pound,0.443
pour,0.375
pout,0.202
pouting,0.27
pouty,0.393
poverty,0.183
pow,0.426
powder,0.194
powdered,0.42
powdery,0.211
powerless,0.328
powwow,0.406
pox,0.309
prairie,0.415
prance,0.435
prank,0.389
prawn,0.39
prayforme,0.445
praying,0.415
preamble,0.491
precarious,0.273
precaution,0.406
precincts,0.418
precipice,0.396
preclude,0.417
precocious,0.324
predicate,0.465
predictable,0.42
predisposed,0.483
prefix,0.463
prehistoric,0.419
prejudice,0.407
prejudiced,0.345
prejudicial,0.371
premature,0.277
prematurely,0.289
premises,0.285
prenatal,0.445
preoccupation,0.38
preoccupied,0.235
preposterous,0.483
preppy,0.442
prerequisite,0.482
preschool,0.393
prescribed,0.463
press,0.491
presto,0.433
presumptive,0.481
pretended,0.227
pretending,0.317
pretentious,0.444
pretext,0.365
pretzel,0.358
preview,0.491
previous,0.348
prey,0.306
pricey,0.43
prick,0.269
prickly,0.456
prig,0.276
prim,0.473
prima,0.427
primal,0.482
primate,0.402
primates,0.444
prime,0.446
primeval,0.427
priming,0.36
primitive,0.361
print,0.482
printer,0.471
prior,0.417
prism,0.343
prison,0.491
prisoner,0.308
prissy,0.364
probable,0.481
probation,0.44
probative,0.483
probing,0.463
problem,0.415
problematic,0.361
procrastinate,0.315
procrastination,0.491
prod,0.426
profane,0.436
profanity,0.491
prog,0.397
prohibited,0.482
proletarian,0.426
prom,0.404
promenade,0.425
promiscuity,0.396
promiscuous,0.436
prone,0.454
prong,0.293
pronto,0.468
prop,0.436
propane,0.436
propeller,0.482
prose,0.436
prostate,0.438
prosthetic,0.426
prostitute,0.427
prostitution,0.475
prostrate,0.295
proton,0.491
protozoa,0.402
province,0.471
provincial,0.481
provisional,0.364
provisionally,0.461
provost,0.464
prowl,0.396
prude,0.333
prune,0.382
pruning,0.31
pseudo,0.282
pseudonym,0.423
psi,0.449
psoriasis,0.33
psyche,0.435
psychedelic,0.482
psychosis,0.312
psychosomatic,0.473
psychotic,0.474
ptsd,0.346
pub,0.446
pubes,0.349
pubescent,0.455
puck,0.349
pucker,0.315
pudding,0.202
puddle,0.298
pudgy,0.3
puff,0.26
puffing,0.375
puffy,0.387
pug,0.462
puke,0.292
pull,0.473
pulley,0.413
pullover,0.439
pulp,0.324
pulse,0.492
pumpkin,0.355
pun,0.457
punched,0.452
puncture,0.42
punishable,0.433
punished,0.481
punishing,0.471
punk,0.358
punt,0.393
puny,0.135
pup,0.302
pupil,0.368
puppet,0.298
puppeteer,0.39
puppy,0.324
puree,0.208
purgatory,0.413
purge,0.327
purple,0.33
purr,0.302
purring,0.271
purse,0.306
pus,0.226
pushover,0.375
puss,0.236
pussy,0.409
pussycat,0.196
putative,0.41
putrid,0.385
puts,0.369
putt,0.418
putter,0.381
putty,0.314
puzzled,0.272
puzzling,0.353
pygmy,0.317
pylon,0.37
quad,0.391
quadrant,0.482
quadratic,0.471
quadrature,0.472
quadrupole,0.386
quagmire,0.413
quail,0.287
quaint,0.474
quandary,0.422
quarrel,0.496
quarry,0.45
quart,0.436
quartered,0.395
quarterly,0.448
quarters,0.48
quartet,0.472
quartile,0.445
quarto,0.393
quartz,0.481
quasi,0.33
quay,0.442
queasiness,0.135
queasy,0.225
queer,0.304
quell,0.434
quench,0.333
query,0.467
questionable,0.365
queue,0.365
queues,0.269
quibble,0.466
quiche,0.396
quickie,0.431
quid,0.327
quiescent,0.305
quiet,0.431
quietly,0.321
quill,0.263
quilt,0.226
quince,0.474
quinine,0.375
quit,0.488
quits,0.352
quitter,0.321
quiver,0.335
quivering,0.342
quota,0.4
quotation,0.461
quote,0.43
rabbit,0.241
rabble,0.292
rabid,0.454
rabies,0.382
raccoon,0.32
racism,0.487
racist,0.482
rack,0.409
racket,0.352
racking,0.375
racquetball,0.444
racy,0.39
radiator,0.475
radio,0.358
radiograph,0.491
radish,0.398
radon,0.375
raffle,0.454
raft,0.228
rag,0.18
ragemode,0.454
ragetweet,0.431
ragged,0.226
raggedy,0.314
rags,0.198
ragtime,0.398
railing,0.44
raiment,0.377
rain,0.33
rainbow,0.462
rainbow trout,0.33
rainbows,0.402
raindrops,0.311
rainfall,0.378
rainforest,0.398
rainstorm,0.377
rainy,0.433
rainyday,0.315
raisin,0.246
rake,0.314
ram,0.388
ramble,0.44
ramp,0.357
ramrod,0.349
ranch,0.409
rancid,0.214
random,0.321
randomly,0.302
randomness,0.433
randy,0.481
rant,0.482
rap,0.464
rapper,0.482
rapping,0.417
rare,0.236
rarely,0.366
rarity,0.364
rascal,0.445
rash,0.491
raspberries,0.333
raspberry,0.291
rat,0.255
ratchet,0.343
rate,0.407
ration,0.39
rattan,0.377
rattle,0.268
rattled,0.33
rattler,0.455
ratty,0.358
rave,0.42
raven,0.426
ravine,0.413
raving,0.358
ravioli,0.308
raw,0.342
rawhide,0.327
rawr,0.406
razor,0.481
readership,0.422
reading,0.415
ream,0.346
reaper,0.464
rear,0.284
reassignment,0.415
rebuke,0.429
recant,0.482
recede,0.245
receding,0.333
receipt,0.415
receipts,0.381
receptacle,0.426
receptionist,0.385
recess,0.367
recesses,0.379
recession,0.373
recherche,0.363
recipe,0.415
recitation,0.462
recite,0.453
reckless,0.279
recklessness,0.38
reckon,0.472
recline,0.418
reclining,0.317
recluse,0.446
recoil,0.259
recombinant,0.463
recon,0.4
recorder,0.481
recording,0.474
recreational,0.479
rectal,0.41
rectangle,0.438
rectangular,0.307
rectum,0.491
recumbent,0.352
recur,0.416
recurring,0.445
recycled,0.409
red,0.377
reddish,0.328
redecorate,0.49
redeem,0.491
redeemed,0.434
redesign,0.396
redheaded,0.428
redneck,0.348
redness,0.417
reduce,0.336
reduced,0.204
reduction,0.24
redwood,0.443
reed,0.307
reef,0.456
reefer,0.421
reefs,0.455
reek,0.311
reel,0.395
reeling,0.267
ref,0.368
refill,0.464
reflect,0.472
reflecting,0.471
reflux,0.347
refractor,0.433
refrain,0.277
refraining,0.404
refreshed,0.48
refreshment,0.352
refrigerate,0.457
refrigerator,0.391
refuge,0.481
refugee,0.327
refund,0.43
refusal,0.321
refuse,0.331
refused,0.188
refusing,0.203
regatta,0.435
regress,0.3
regression,0.324
regressive,0.363
regret,0.331
regretful,0.188
regrettable,0.245
regretted,0.368
regretting,0.273
regulate,0.481
regulated,0.483
regurgitation,0.315
rehash,0.403
rein,0.438
reindeer,0.396
reject,0.37
rejected,0.25
rejection,0.33
rejects,0.422
relapse,0.303
relative,0.386
relax,0.375
relaxant,0.357
relaxation,0.381
relaxed,0.382
relaxing,0.475
relegation,0.434
relief,0.481
relieved,0.391
relieving,0.455
relinquish,0.286
relocation,0.475
reluctance,0.373
reluctant,0.432
remainder,0.324
remaining,0.296
remand,0.318
remedy,0.491
remember,0.454
reminisce,0.363
reminiscing,0.418
remiss,0.325
remit,0.473
remittance,0.454
remnant,0.388
remorse,0.377
remorseful,0.25
remote,0.477
remoteness,0.339
removal,0.368
remove,0.472
renal,0.415
rencontre,0.463
rend,0.385
render,0.448
rendition,0.398
rent,0.446
rental,0.308
renter,0.371
renunciation,0.336
repaint,0.308
repayment,0.474
repeal,0.482
repeated,0.314
repeater,0.43
repel,0.441
repellant,0.426
repellent,0.491
repelling,0.429
repent,0.386
repentance,0.324
repentant,0.2
repetition,0.396
repetitive,0.362
replica,0.493
repose,0.33
reprehensible,0.351
repressed,0.311
repression,0.481
reprimand,0.465
reprise,0.464
reproach,0.384
reptile,0.365
repudiation,0.274
repugnance,0.425
repugnant,0.453
repulsion,0.353
repulsive,0.425
requiem,0.426
reread,0.492
rescind,0.391
rescission,0.36
resemble,0.463
resent,0.163
resentful,0.324
reservoir,0.462
reside,0.455
residual,0.327
residue,0.183
resign,0.273
resignation,0.31
resigned,0.268
resin,0.4
respirator,0.453
respite,0.42
respondent,0.48
response,0.472
rest,0.3
rested,0.462
restful,0.413
restless,0.304
restlessness,0.397
restrain,0.434
restricted,0.407
restroom,0.267
retail,0.411
retainer,0.356
retaliation,0.491
retard,0.222
retardation,0.155
retarded,0.161
retards,0.218
retentive,0.491
retina,0.342
retinal,0.475
retire,0.186
retired,0.301
retirement,0.255
retiring,0.214
retold,0.352
retort,0.481
retrace,0.317
retract,0.358
retraction,0.427
retreat,0.312
retrenchment,0.384
retriever,0.464
retro,0.321
retrograde,0.415
return,0.463
rev,0.353
reverie,0.471
reverse,0.461
reversion,0.425
revolting,0.3
revolve,0.402
revue,0.42
revulsion,0.343
rewind,0.431
rewire,0.406
rewrite,0.434
rhapsody,0.46
rheumatism,0.418
rhinestone,0.408
rhubarb,0.34
rhyme,0.481
rib,0.351
ribbed,0.409
ribbon,0.357
rice,0.33
rick,0.444
rickety,0.241
rickshaw,0.402
ricochet,0.43
rid,0.327
riddance,0.472
riddled,0.422
ride,0.472
ridge,0.349
ridicule,0.255
ridiculed,0.212
ridiculous,0.245
riff,0.343
riffraff,0.397
rift,0.289
rigged,0.412
rigging,0.44
rim,0.302
rind,0.491
ring,0.464
ringer,0.347
ringside,0.411
rink,0.392
rinse,0.409
rip,0.365
riparian,0.412
ripple,0.37
rippling,0.327
risk,0.438
risotto,0.234
riverbank,0.33
riverbed,0.421
riverboat,0.462
rivet,0.405
riveted,0.443
riveting,0.394
roach,0.259
road,0.404
roadblock,0.49
roadhouse,0.458
roadie,0.455
roads,0.496
roadside,0.472
roadster,0.473
roam,0.444
roast,0.311
roasted,0.339
robber,0.481
robbery,0.435
robe,0.298
robin,0.393
roc,0.415
rod,0.355
rodent,0.279
roe,0.398
role,0.464
roll,0.172
roller,0.345
rollers,0.336
rolling,0.321
romp,0.417
roof,0.342
rooftop,0.461
rookie,0.198
room,0.445
roommate,0.48
rooms,0.386
roost,0.345
rooster,0.275
root beer,0.415
rope,0.345
ropes,0.402
rosary,0.43
rose,0.386
rosemary,0.425
rosette,0.31
roster,0.381
rot,0.301
rota,0.209
rotate,0.492
rotor,0.404
rotten,0.327
rotting,0.255
rotunda,0.393
rouge,0.382
roughly,0.463
roughneck,0.491
roughness,0.49
roulette,0.422
round,0.311
roundabout,0.495
rounded,0.396
roundup,0.474
rouse,0.463
rouser,0.423
rout,0.233
routine,0.333
rove,0.4
rover,0.421
roving,0.491
row,0.406
rowboat,0.353
rowing,0.467
rub,0.4
rubber,0.315
rubbers,0.414
rubbing,0.44
rubbish,0.164
rubble,0.289
rubdown,0.404
ruckus,0.411
ruddy,0.395
rude,0.402
rudiments,0.373
rue,0.246
rueful,0.225
ruff,0.375
ruffian,0.463
rug,0.245
ruin,0.192
ruination,0.209
ruined,0.194
ruinous,0.275
ruins,0.248
ruling,0.41
rum,0.451
rummage,0.289
rumor,0.282
rumored,0.318
rump,0.396
rumpus,0.422
runaround,0.349
runaway,0.402
rundown,0.465
runes,0.304
rung,0.368
running,0.442
running shoes,0.491
runny,0.325
runt,0.445
runway,0.406
rupture,0.43
rural,0.408
rust,0.321
rusted,0.302
rustic,0.491
rustle,0.394
rustler,0.429
rusty,0.231
rut,0.392
ruth,0.444
rye,0.411
sabbatical,0.427
saboteur,0.407
sac,0.226
sack,0.264
sacrificial,0.452
sacrilege,0.491
sacrilegious,0.449
sad,0.149
sadday,0.411
saddens,0.144
saddle,0.306
sadly,0.216
sadness,0.164
saffron,0.349
sag,0.445
saggy,0.3
sail,0.325
sailboat,0.381
sake,0.407
salad,0.307
salamander,0.309
salami,0.339
saline,0.385
saliva,0.236
sally,0.451
salmon,0.444
salmonella,0.312
salon,0.463
saloon,0.364
salsa,0.37
salt,0.306
salted,0.304
saltwater,0.364
salty,0.288
samba,0.465
sameness,0.484
sample,0.452
sanatorium,0.491
sanctimonious,0.327
sanctioned,0.391
sand,0.304
sandal,0.333
sandbox,0.264
sander,0.445
sandman,0.388
sandpaper,0.404
sands,0.377
sandwich,0.31
sandy,0.296
sanitary,0.425
sans,0.246
sap,0.258
sappy,0.33
sarcasm,0.346
sarcastic,0.298
sarcoma,0.402
sarcophagus,0.435
sardine,0.236
sardonic,0.446
sarsaparilla,0.345
sash,0.333
sashimi,0.359
sassafras,0.471
sassy,0.32
satchel,0.345
sate,0.472
satin,0.481
satire,0.472
saturate,0.467
saturated,0.442
sauce,0.288
saucepan,0.321
saucer,0.337
saucy,0.391
sauerkraut,0.336
sauna,0.455
sausage,0.3
savanna,0.394
savannah,0.309
sawdust,0.241
sawmill,0.434
sax,0.409
saxophone,0.482
say,0.482
sayonara,0.402
scab,0.272
scabbard,0.217
scaffold,0.336
scalding,0.381
scales,0.491
scallop,0.331
scalp,0.302
scalpel,0.482
scaly,0.358
scam,0.418
scamp,0.371
scampi,0.224
scan,0.47
scanty,0.127
scapegoat,0.481
scar,0.397
scarab,0.267
scarce,0.218
scarcely,0.16
scarcity,0.182
scare,0.264
scarecrow,0.349
scared,0.185
scares,0.386
scarf,0.224
scarier,0.472
scarlet,0.411
scat,0.409
scatter,0.404
scattered,0.238
scattering,0.394
scavenger,0.408
scent,0.491
scented,0.431
sceptical,0.466
schadenfreude,0.463
schedule,0.48
schilling,0.418
schism,0.386
schizophrenia,0.435
schizophrenic,0.433
schlep,0.382
schmuck,0.375
schnapps,0.417
schnitzel,0.382
scholastic,0.491
schoolboy,0.441
schoolgirl,0.415
schoolwork,0.481
schoolyard,0.44
schooner,0.427
sciatica,0.393
scifi,0.394
scintilla,0.385
scion,0.451
scissors,0.302
scoff,0.306
scolding,0.417
scone,0.229
scoot,0.412
scooter,0.371
scorch,0.491
scorching,0.464
scoreboard,0.472
scorn,0.356
scorned,0.226
scornful,0.368
scoundrel,0.412
scourge,0.302
scowl,0.413
scrabble,0.399
scram,0.409
scrambler,0.444
scrap,0.173
scrapbook,0.432
scrape,0.384
scrapie,0.231
scraping,0.305
scrappy,0.406
scratch,0.27
scratchy,0.436
scrawny,0.245
screamer,0.392
screaming,0.46
screech,0.306
screen,0.417
screw,0.377
screwdriver,0.439
screwed,0.464
screwy,0.45
scribble,0.358
scribe,0.491
scrimmage,0.411
scrip,0.455
scroll,0.409
scrotum,0.361
scrounge,0.397
scrounger,0.358
scruffy,0.176
scuba,0.456
scuff,0.376
scullery,0.353
sculpture,0.49
scum,0.218
scumbag,0.278
scurvy,0.312
scuttle,0.43
seafood,0.328
seagull,0.314
seals,0.402
seam,0.414
seamless,0.302
seamstress,0.389
seaport,0.491
search,0.462
searching,0.466
seared,0.398
seashore,0.375
seasick,0.245
seasonal,0.305
seasoning,0.479
seat,0.434
seating,0.286
seawater,0.491
seaweed,0.382
sec,0.38
secluded,0.24
second,0.25
second cousin,0.441
secondary,0.26
secondhand,0.283
secrecy,0.475
secretly,0.479
section,0.421
sectional,0.464
sedate,0.345
sedation,0.398
sedative,0.352
sedentary,0.273
sedge,0.339
sediment,0.372
see,0.312
seed,0.306
seedling,0.423
seeds,0.418
seedy,0.325
seek,0.482
seem,0.298
seemingly,0.356
seesaw,0.41
segment,0.44
segregate,0.44
segregated,0.411
segregation,0.39
seizure,0.462
seldom,0.287
selenium,0.336
selfharm,0.407
selfish,0.495
selfishness,0.453
selfless,0.396
sellout,0.465
seltzer,0.406
semblance,0.442
semen,0.471
semester,0.482
semi,0.304
semicolon,0.318
senescence,0.394
senile,0.305
sense,0.474
senseless,0.136
sensibility,0.448
sensible,0.312
sensibly,0.396
sensitive,0.254
sensitivity,0.395
sensory,0.442
sentient,0.363
sentimental,0.312
sentimentality,0.319
separable,0.368
separate,0.349
separately,0.368
separation,0.409
sepia,0.345
sepsis,0.327
sept,0.361
septic,0.425
septum,0.41
sequestered,0.427
serenade,0.491
serene,0.37
serial,0.472
series,0.42
serif,0.415
serpentine,0.329
serrated,0.418
serum,0.443
servant,0.331
serve,0.384
servile,0.415
servitude,0.25
sesame,0.382
sess,0.411
session,0.491
setback,0.25
setter,0.473
settled,0.473
seven,0.373
seventeen,0.321
seventh,0.288
seventy,0.446
sever,0.451
severable,0.398
sew,0.34
sewage,0.339
sewer,0.282
sewerage,0.198
sewing,0.356
sexist,0.411
shabby,0.259
shack,0.339
shackle,0.414
shade,0.278
shades,0.38
shading,0.318
shadow,0.158
shadowy,0.33
shady,0.375
shaft,0.472
shag,0.34
shaggy,0.321
shakedown,0.481
shaken,0.333
shaking,0.255
shaky,0.223
shall,0.412
shallow,0.351
shallows,0.368
sham,0.395
shambles,0.287
shame,0.155
shamed,0.218
shameful,0.264
shameless,0.407
shampoo,0.25
shank,0.286
shanty,0.255
shape,0.422
shard,0.426
sharpener,0.327
shatter,0.464
shattered,0.309
shattering,0.475
shave,0.48
shaver,0.392
shaving,0.353
shawl,0.23
sheaf,0.456
shear,0.388
shears,0.254
sheath,0.342
shed,0.47
sheep,0.161
sheepish,0.205
sheer,0.481
sheet,0.302
shelf,0.366
shell,0.391
shellfish,0.393
shelters,0.482
shelved,0.321
sherbet,0.348
sherry,0.315
shift,0.491
shifty,0.483
shilling,0.43
shimmy,0.462
shin,0.231
shindig,0.491
shingle,0.41
ship,0.439
shipment,0.452
shipping,0.443
shipshape,0.474
shipwreck,0.373
shirt,0.231
shit,0.294
shitday,0.39
shitfaced,0.38
shithead,0.302
shitless,0.333
shitload,0.161
shittest,0.232
shitty,0.163
shiver,0.236
shivering,0.373
shoals,0.375
shock,0.453
shocked,0.375
shoddy,0.179
shoe,0.288
shoelace,0.307
shoemaker,0.491
shoes,0.21
shoeshine,0.325
shoplifting,0.441
shore,0.204
shorn,0.4
short,0.237
short story,0.348
shortage,0.198
shortcake,0.398
shortcoming,0.258
shortcut,0.426
shorten,0.46
shortening,0.385
shorthand,0.461
shortly,0.36
shortness,0.272
shorts,0.287
shortstop,0.45
shortwave,0.368
shoulder,0.406
shout,0.444
shovel,0.267
showcase,0.415
shower,0.336
showgirl,0.481
showing,0.491
showoff,0.463
shrew,0.39
shriek,0.491
shrimp,0.425
shrink,0.272
shrinking,0.217
shrivel,0.143
shroud,0.389
shrub,0.34
shrubbery,0.332
shrug,0.278
shrunk,0.218
shrunken,0.221
shuffleboard,0.377
shuffling,0.293
shun,0.389
shunned,0.367
shunt,0.47
shut,0.311
shutdown,0.418
shuteye,0.431
shutit,0.48
shutter,0.482
shutup,0.491
shy,0.132
shyness,0.246
shyster,0.424
sic,0.38
sick,0.136
sickbay,0.345
sicken,0.294
sickening,0.259
sickle,0.37
sickly,0.191
sickness,0.288
side,0.395
sidebar,0.405
sideboard,0.426
sideburns,0.308
sidestep,0.407
sidewalk,0.348
sideways,0.291
sidewinder,0.439
siesta,0.295
sieve,0.333
sift,0.461
sifting,0.474
sigh,0.273
sign,0.397
signal,0.464
signpost,0.446
silence,0.223
silencer,0.482
silent,0.28
silently,0.306
silhouette,0.288
silicon,0.445
silicone,0.333
silk,0.3
silken,0.394
silky,0.271
sill,0.324
silliness,0.192
silly,0.161
silo,0.357
silt,0.2
silverware,0.409
similar,0.423
simile,0.464
simmer,0.393
simmering,0.412
simple,0.314
simples,0.263
simpleton,0.358
simplicity,0.337
simplistic,0.391
simply,0.393
simulate,0.417
simulated,0.356
simulating,0.481
sin,0.449
sinful,0.417
sing,0.42
single,0.259
singly,0.466
singular,0.482
sink,0.322
sinking,0.342
sinner,0.356
sinning,0.422
sinus,0.34
sip,0.213
siphon,0.435
sipping,0.377
sirloin,0.373
sissy,0.232
sit,0.368
sitcom,0.407
site,0.452
sith,0.373
sitter,0.404
sitting,0.353
situate,0.483
six,0.271
sixpence,0.463
sixteen,0.324
sixth,0.366
sixty,0.433
sizzle,0.368
ska,0.245
skateboard,0.353
skating,0.435
skedaddle,0.422
skeet,0.413
skein,0.287
skeletal,0.318
skeleton,0.343
skeptical,0.452
sketch,0.42
sketching,0.4
sketchy,0.241
skewed,0.361
skewer,0.457
ski,0.471
skid,0.44
skiff,0.472
skijump,0.482
skillet,0.345
skim,0.322
skimpy,0.208
skin,0.395
skinny,0.298
skip,0.439
skirmish,0.474
skirt,0.226
skirting,0.386
skirts,0.241
skit,0.421
skittish,0.172
skunk,0.38
sky,0.401
skylight,0.343
slab,0.264
slack,0.446
slag,0.254
slam,0.48
slammer,0.391
slander,0.454
slanderous,0.337
slang,0.491
slashes,0.41
slate,0.431
slates,0.342
slaughterhouse,0.472
slave,0.151
slavery,0.218
sleaze,0.405
sleazy,0.37
sled,0.446
sledding,0.422
sledge,0.361
sledgehammer,0.482
sleep,0.339
sleeper,0.254
sleeping,0.312
sleepless,0.207
sleeplessness,0.202
sleepover,0.34
sleepy,0.25
sleepyhead,0.294
sleet,0.395
sleeve,0.273
sleeveless,0.2
sleigh,0.396
sleight,0.379
slice,0.303
slick,0.349
slide,0.432
sliding,0.491
slight,0.155
slight anticipation,0.445
slight disgust,0.318
slight trust,0.245
slightly,0.255
slightly negative,0.259
slim,0.296
slime,0.183
slimy,0.309
sling,0.404
slingshot,0.474
slink,0.314
slip,0.321
slipper,0.245
slippers,0.236
slippery,0.343
slit,0.366
sliver,0.291
slob,0.3
slobber,0.278
sloop,0.38
slop,0.325
slope,0.279
sloppy,0.183
slot,0.337
sloth,0.125
slouch,0.328
slough,0.2
slow,0.131
slowly,0.295
slowness,0.191
sludge,0.229
slug,0.16
sluggish,0.155
sluice,0.365
slum,0.302
slumber,0.426
slump,0.13
slur,0.427
slurp,0.411
slush,0.296
slut,0.309
slutty,0.371
smack,0.381
small,0.12
smaller,0.179
smallest,0.129
smallpox,0.222
smashed,0.256
smear,0.4
smell,0.33
smelling,0.349
smelly,0.245
smelt,0.345
smidgen,0.357
smithereens,0.409
smitten,0.204
smock,0.25
smog,0.382
smoke,0.391
smoker,0.311
smokey,0.43
smoking,0.384
smoky,0.327
smooch,0.491
smooth,0.281
smoothie,0.281
smoothly,0.488
smoothness,0.412
smother,0.42
smudge,0.245
smut,0.349
snack,0.345
snacks,0.306
snafu,0.274
snag,0.339
snags,0.49
snail,0.296
snakeskin,0.391
snap,0.352
snapper,0.245
snappy,0.418
snare,0.466
snarl,0.455
snarling,0.491
sneak,0.449
sneaker,0.389
sneakers,0.349
sneer,0.345
sneeze,0.336
sneezing,0.345
snicker,0.409
snide,0.455
sniff,0.318
snip,0.268
snipe,0.491
snippet,0.368
snippy,0.481
snitch,0.333
snob,0.309
snoop,0.434
snoopy,0.291
snooty,0.446
snooze,0.282
snore,0.481
snorkel,0.327
snort,0.413
snot,0.269
snotty,0.2
snout,0.241
snow,0.309
snowball,0.321
snowday,0.44
snowfall,0.455
snowflake,0.26
snowing,0.387
snowmageddon,0.472
snowman,0.323
snowplow,0.493
snowy,0.357
snub,0.228
snubbed,0.279
snuff,0.377
snuggle,0.35
snuggled,0.314
snuggles,0.287
snuggling,0.373
soak,0.24
soaked,0.358
soaking,0.375
soangry,0.482
soannoyed,0.426
soap,0.311
soapbox,0.393
soapy,0.355
sob,0.212
soblessed,0.287
soc,0.38
socialanxiety,0.426
sociopath,0.439
sock,0.29
socket,0.377
sod,0.333
soda,0.364
soda/pop,0.382
sodding,0.4
sodium,0.291
sofa,0.263
soft,0.232
soften,0.392
softener,0.373
softening,0.361
softly,0.304
softness,0.402
soggy,0.241
soil,0.356
soiled,0.213
solace,0.453
solarium,0.421
sole,0.279
solicitation,0.415
solitaire,0.279
solitary,0.268
solitude,0.358
solo,0.325
solubility,0.442
soluble,0.409
somad,0.463
somatic,0.444
somber,0.38
some anticipation,0.472
some disgust,0.321
somewhat negative,0.15
somuchtodo,0.441
sonar,0.414
sonata,0.425
sonervous,0.373
sonic,0.481
sonice,0.421
sonnet,0.404
sonorous,0.442
soot,0.292
soothe,0.412
sophomore,0.427
sopissed,0.433
soppy,0.297
sordid,0.447
sore,0.224
sorely,0.37
soreness,0.302
sorghum,0.42
sorrow,0.164
sorrowful,0.163
sorry,0.212
sortie,0.311
sos,0.386
soscared,0.319
soscary,0.414
soslow,0.284
sosweet,0.417
sothankful,0.418
sou,0.412
soulless,0.4
sound,0.398
soundproof,0.409
soup,0.269
sour,0.373
sourpuss,0.382
south,0.429
southbound,0.395
southeast,0.413
southern,0.37
southpaw,0.404
southwest,0.355
souvenir,0.466
sow,0.446
soy,0.286
soy sauce,0.318
soybean,0.293
spa,0.386
spaghetti,0.288
spam,0.304
spammers,0.418
spandex,0.429
spaniel,0.385
spanking,0.392
spare,0.411
spareribs,0.395
sparrow,0.327
sparse,0.209
spasm,0.366
spastic,0.491
spat,0.309
spatter,0.315
spatula,0.369
spaz,0.268
speakeasy,0.442
speck,0.343
speckled,0.254
spectrometer,0.49
speculation,0.394
speculative,0.464
speculum,0.433
speechless,0.315
speedway,0.416
spell,0.368
spellbound,0.387
spelling,0.398
spencer,0.367
spend,0.429
spender,0.377
spending,0.33
spent,0.263
sperm,0.453
sphincter,0.375
sphinx,0.49
spic,0.451
spice,0.384
spider,0.43
spiders,0.368
spiffy,0.47
spigot,0.423
spike,0.408
spiked,0.407
spill,0.456
spillin,0.362
spin,0.345
spinach,0.368
spinal,0.296
spindle,0.36
spineless,0.321
spinner,0.471
spinning,0.481
spinster,0.345
spiral,0.361
spire,0.389
spit,0.436
spite,0.317
spiteful,0.33
spittoon,0.28
splash,0.281
splat,0.385
splatter,0.352
spleen,0.396
splice,0.377
spline,0.407
splint,0.343
splinter,0.325
split,0.41
splitting,0.375
spoil,0.328
spoiler,0.38
spoiling,0.306
spoils,0.481
spoke,0.483
sponge,0.219
spongy,0.344
spoof,0.381
spook,0.322
spooky,0.38
spool,0.312
spoon,0.259
spoonful,0.308
spore,0.231
spot,0.336
spotted,0.295
spotty,0.241
spout,0.309
sprain,0.384
spray,0.333
spree,0.474
spring,0.481
sprinkle,0.38
sprinkler,0.473
sprinkling,0.466
sprout,0.443
spruce,0.38
spud,0.349
spunk,0.473
spur,0.34
spurious,0.343
spurred,0.472
spurt,0.475
squamous,0.418
square,0.291
squash,0.41
squat,0.453
squaw,0.398
squawk,0.245
squeak,0.3
squeaky,0.367
squeal,0.375
squealer,0.33
squeamish,0.453
squelch,0.462
squid,0.357
squint,0.452
squirm,0.373
squirrel,0.333
squirt,0.255
squish,0.481
squishy,0.307
stabbed,0.431
staccato,0.427
stack,0.427
stag,0.389
stage,0.473
stagger,0.458
stagnant,0.208
stagnation,0.396
stain,0.264
stained,0.209
stair,0.345
staircase,0.44
stairs,0.342
stairway,0.407
stairwell,0.333
stake,0.46
stale,0.286
stalemate,0.267
stalk,0.395
stall,0.292
stalls,0.451
stamp,0.441
standby,0.386
standing,0.425
stanza,0.297
staph,0.412
staple,0.438
stapler,0.394
star fruit,0.427
starch,0.312
starfish,0.421
staring,0.423
starry,0.434
stars,0.484
startle,0.417
starvation,0.284
starve,0.402
starved,0.219
starving,0.336
stash,0.361
stat,0.395
stateroom,0.441
static,0.366
staticky,0.358
stationary,0.484
stationery,0.455
stave,0.424
stayed,0.395
steak,0.315
stealing,0.455
stealth,0.452
stealthily,0.458
steam,0.421
steaming,0.402
steamy,0.445
steep,0.321
stem,0.336
stench,0.298
stencil,0.421
step,0.347
stepdaughter,0.432
stepmother,0.484
steppe,0.379
steps,0.373
stepson,0.48
stereotyped,0.436
sterile,0.291
sterility,0.414
